Instance; First_solved;Models; Optimum; Calls;Threads;MIN-Timestep;Min-SUMTIME; ;1stTime(Total); 1stTime(Solving);1stTime(Unsat); 1stCPU Time;1stOptimization;1stSOL-COST; 1st Makespan; ;OPT - Optimization; OPT- Time(Total); OPT-Time(Solving); OPT-Time(Unsat); OPT-CPU Time; OPT-SOL-COST; Last-Makespan ;OPT-Makespan; OPT-Solved;Moved On Goal; Theoric Makespan; 1stRunTime ;Total RunTime; Called Extra
Instance-8-20-10-0;1;2;1;0;0;8;47;"	";1,099639893;0,095968246;0,001998901;1,09375;51;98;27;"	";51;1,099639893;0,095968246;0,001998901;1,09375;98;27;-1;FALSE;TRUE;12;1,09164238;1,255588531;FALSE
Instance-8-20-10-1;1;2;1;0;0;14;51;"	";2,828073502;0,079975128;0,005998611;2,828125;51;102;61;"	";51;2,828073502;0,079975128;0,005998611;2,828125;102;61;-1;FALSE;TRUE;14;2,820075274;3,283921957;FALSE
Instance-8-20-10-2;1;1;1;0;0;11;74;"	";1,29757309;0,036987305;0,002998352;1,234375;74;148;32;"	";74;1,29757309;0,036987305;0,002998352;1,234375;148;32;-1;FALSE;TRUE;11;1,288577557;1,573483706;FALSE
Instance-8-20-10-3;1;2;1;0;0;12;58;"	";2,645133972;0,262914658;0,00399971;2,390625;61;119;46;"	";61;2,645133972;0,262914658;0,00399971;2,390625;119;46;-1;FALSE;TRUE;15;2,630137205;3,046000481;FALSE
Instance-8-20-10-4;1;2;1;0;0;8;54;"	";1,528982162;0,14994812;0,003000259;1,359375;58;112;31;"	";58;1,528982162;0,14994812;0,003000259;1,359375;112;31;-1;FALSE;TRUE;12;1,5219841;1,721919537;FALSE
Instance-8-20-10-5;1;2;1;0;0;8;47;"	";1,189609528;0,04798317;0,001998901;1,125;49;96;28;"	";49;1,189609528;0,04798317;0,001998901;1,125;96;28;-1;FALSE;TRUE;10;1,178612947;1,376548767;FALSE
Instance-8-20-10-6;1;2;1;0;0;10;64;"	";1,754423141;0,332889557;0,003997803;1,734375;69;133;38;"	";69;1,754423141;0,332889557;0,003997803;1,734375;133;38;-1;FALSE;TRUE;15;1,746427536;2,007341146;FALSE
Instance-8-20-10-7;1;1;1;0;0;10;60;"	";1,312570572;0,041984558;0,002998352;1,28125;61;121;33;"	";61;1,312570572;0,041984558;0,002998352;1,28125;121;33;-1;FALSE;TRUE;11;1,303573132;1,557489157;FALSE
Instance-8-20-10-8;1;2;1;0;0;10;57;"	";1,675451279;0,324890137;0,003000259;1,671875;61;118;35;"	";61;1,675451279;0,324890137;0,003000259;1,671875;118;35;-1;FALSE;TRUE;14;1,6664536;1,921369076;FALSE
Instance-8-20-10-9;1;2;1;0;0;12;55;"	";2,551164627;0,451850891;0,004999161;2,515625;63;118;49;"	";63;2,551164627;0,451850891;0,004999161;2,515625;118;49;-1;FALSE;TRUE;20;2,542167187;2,936036587;FALSE
Instance-8-25-10-0;1;1;1;0;0;11;53;"	";1,627466202;0,038988113;0,003997803;1,609375;54;107;41;"	";54;1,627466202;0,038988113;0,003997803;1,609375;107;41;-1;FALSE;TRUE;12;1,619469404;1,907374382;FALSE
Instance-8-25-10-1;1;2;1;0;0;11;57;"	";2,695116043;1,136623383;0,004997253;2,6875;65;122;41;"	";65;2,695116043;1,136623383;0,004997253;2,6875;122;41;-1;FALSE;TRUE;19;2,68711853;2,975023746;FALSE
Instance-8-25-10-2;1;2;1;0;0;12;63;"	";2,720108032;0,925695419;0,004999161;2,71875;73;136;47;"	";73;2,720108032;0,925695419;0,004999161;2,71875;136;47;-1;FALSE;TRUE;22;2,713110447;3,014011145;FALSE
Instance-8-25-10-3;1;2;1;0;0;9;51;"	";6,328924179;4,659471512;0,006998062;6,21875;64;115;42;"	";64;6,328924179;4,659471512;0,006998062;6,21875;115;42;-1;FALSE;TRUE;22;6,321926594;6,532857418;FALSE
Instance-8-25-10-4;1;2;1;0;0;13;60;"	";3,241937637;1,049655914;0,005998611;3,203125;69;129;54;"	";69;3,241937637;1,049655914;0,005998611;3,203125;129;54;-1;FALSE;TRUE;22;3,234938622;3,663797855;FALSE
Instance-8-25-10-5;1;2;1;0;0;10;57;"	";2,541164398;0,715763092;0,004999161;2,546875;65;122;47;"	";65;2,541164398;0,715763092;0,004999161;2,546875;122;47;-1;FALSE;TRUE;18;2,534168243;2,85106492;FALSE
Instance-8-25-10-6;1;2;1;0;0;12;62;"	";3,425876617;1,51150322;0,005998611;3,359375;78;140;48;"	";78;3,425876617;1,51150322;0,005998611;3,359375;140;48;-1;FALSE;TRUE;28;3,419877291;3,724777699;FALSE
Instance-8-25-10-7;1;2;1;0;0;15;74;"	";13,81846809;11,16533852;0,007997513;13,765625;94;168;62;"	";94;13,81846809;11,16533852;0,007997513;13,765625;168;62;-1;FALSE;TRUE;35;13,81046939;14,41427088;FALSE
Instance-8-25-10-8;1;2;1;0;0;13;59;"	";5,072336197;2,563158035;0,007995605;5,03125;70;129;60;"	";70;5,072336197;2,563158035;0,007995605;5,03125;129;60;-1;FALSE;TRUE;24;5,064338446;5,450211048;FALSE
Instance-8-25-10-9;1;2;1;0;0;11;68;"	";2,662126541;1,261587143;0,004999161;2,640625;78;146;38;"	";78;2,662126541;1,261587143;0,004999161;2,640625;146;38;-1;FALSE;TRUE;21;2,654129505;2,906046152;FALSE
Instance-8-30-10-0;1;2;1;0;0;12;70;"	";1,714439392;0,285905838;0,00399971;1,703125;78;148;40;"	";78;1,714439392;0,285905838;0,00399971;1,703125;148;40;-1;FALSE;TRUE;20;1,708440065;1,984348536;FALSE
Instance-8-30-10-1;1;2;1;0;0;10;66;"	";4,737445831;3,303897858;0,004999161;4,734375;79;145;40;"	";79;4,737445831;3,303897858;0,004999161;4,734375;145;40;-1;FALSE;TRUE;23;4,756439447;5,044344902;FALSE
Instance-8-30-10-2;1;2;1;0;0;20;66;"	";13,81146812;9,547866821;0,012994766;13,6875;82;148;94;"	";82;13,81146812;9,547866821;0,012994766;13,6875;148;94;-1;FALSE;TRUE;36;13,80447149;14,52623415;FALSE
Instance-8-30-10-3;1;2;1;0;0;17;77;"	";23,85917282;20,59324265;0,010995865;23,265625;101;178;77;"	";101;23,85917282;20,59324265;0,010995865;23,265625;178;77;-1;FALSE;TRUE;41;23,85417438;24,46297383;FALSE
Instance-8-30-10-4;1;2;1;0;0;21;77;"	";125,3298798;120,5864372;0,014995575;122,1875;103;180;97;"	";103;125,3298798;120,5864372;0,014995575;122,1875;180;97;-1;FALSE;TRUE;47;125,3288815;126,2235878;FALSE
Instance-8-30-10-5;1;2;1;0;0;15;70;"	";24,44997787;21,3120079;0,010995865;24,078125;95;165;73;"	";95;24,44997787;21,3120079;0,010995865;24,078125;165;73;-1;FALSE;TRUE;40;24,44897914;25,20972848;FALSE
Instance-8-30-10-6;1;2;1;0;0;12;57;"	";12,44891548;9,957731247;0,00799942;12,3125;76;133;60;"	";76;12,44891548;9,957731247;0,00799942;12,3125;133;60;-1;FALSE;TRUE;31;12,44591665;12,95175028;FALSE
Instance-8-30-10-7;1;2;1;0;0;13;48;"	";2,84406662;0,447853088;0,006998062;2,84375;53;101;59;"	";53;2,84406662;0,447853088;0,006998062;2,84375;101;59;-1;FALSE;TRUE;18;2,837069511;3,237938643;FALSE
Instance-8-30-10-8;1;2;1;0;0;13;56;"	";4,372566223;1,909374237;0,006998062;4,3125;66;122;59;"	";66;4,372566223;1,909374237;0,006998062;4,3125;122;59;-1;FALSE;TRUE;23;34,86630511;35,34114909;FALSE
Instance-8-30-10-9;1;2;1;0;0;13;70;"	";3,740772247;1,881381989;0,004999161;3,6875;81;151;47;"	";81;3,740772247;1,881381989;0,004999161;3,6875;151;47;-1;FALSE;TRUE;24;3,733775139;4,123646259;FALSE
