Instance; First_solved;Models; Optimum; Calls;Threads;MIN-Timestep;Min-SUMTIME; ;1stTime(Total); 1stTime(Solving);1stTime(Unsat); 1stCPU Time;1stOptimization;1stSOL-COST; 1st Makespan; ;OPT - Optimization; OPT- Time(Total); OPT-Time(Solving); OPT-Time(Unsat); OPT-CPU Time; OPT-SOL-COST; Last-Makespan ;OPT-Makespan; OPT-Solved;Moved On Goal; Theoric Makespan; 1stRunTime ;Total RunTime; Called Extra; Called Extra
Instance-8-0-10-0;1;2;1;0;0;8;51;"	";1,746425629;0,053981781;0,002998352;1,75;51;102;37;51;51;1,746425629;0,053981781;0,002998352;1,75;102;37;-1;FALSE;FALSE;8;1,742405176;1,930366278;FALSE;
Instance-8-0-10-1;1;1;1;0;0;11;70;"	";2,47718811;0,07897377;0,004997253;2,453125;70;140;51;70;70;2,47718811;0,07897377;0,004997253;2,453125;140;51;-1;FALSE;FALSE;11;2,476187944;2,774089813;FALSE;
Instance-8-0-10-2;1;2;1;0;0;10;53;"	";2,926040649;0,154949188;0,005998611;2,90625;54;107;57;54;54;2,926040649;0,154949188;0,005998611;2,90625;107;57;-1;FALSE;FALSE;11;2,926040173;3,193952322;FALSE;
Instance-8-0-10-3;1;2;1;0;0;10;60;"	";2,499183655;0,084972382;0,00399971;2,484375;60;120;50;60;60;2,499183655;0,084972382;0,00399971;2,484375;120;50;-1;FALSE;FALSE;10;2,499178886;2,77808857;FALSE;
Instance-8-0-10-4;1;2;1;0;0;6;37;"	";1,232597351;0,080972672;0,003000259;1,21875;39;76;29;39;39;1,232597351;0,080972672;0,003000259;1,21875;76;29;-1;FALSE;FALSE;8;1,232596397;1,334561825;FALSE;
Instance-8-0-10-5;1;1;1;0;0;9;62;"	";1,681447983;0,043983459;0,002998352;1,640625;62;124;37;62;62;1,681447983;0,043983459;0,002998352;1,640625;124;37;-1;FALSE;FALSE;9;1,681449413;1,8873806;FALSE;
Instance-8-0-10-6;1;2;1;0;0;7;40;"	";2,010341644;0,26291275;0,003997803;1,984375;43;83;37;43;43;2,010341644;0,26291275;0,003997803;1,984375;83;37;-1;FALSE;FALSE;10;2,009340763;2,143296957;FALSE;
Instance-8-0-10-7;1;1;1;0;0;9;60;"	";1,840396881;0,046981812;0,003997803;1,796875;60;120;39;60;60;1,840396881;0,046981812;0,003997803;1,796875;120;39;-1;FALSE;FALSE;9;1,840396643;2,027334213;FALSE;
Instance-8-0-10-8;1;1;1;0;0;8;47;"	";1,967355728;0,04798317;0,004997253;1,96875;47;94;41;47;47;1,967355728;0,04798317;0,004997253;1,96875;94;41;-1;FALSE;FALSE;8;1,966355085;2,141297579;FALSE;
Instance-8-0-10-9;1;2;1;0;0;11;49;"	";4,303588867;0,127958298;0,006998062;4,078125;49;98;72;49;49;4,303588867;0,127958298;0,006998062;4,078125;98;72;-1;FALSE;FALSE;11;4,302587748;4,638478041;FALSE;
Instance-8-5-10-0;1;2;1;0;0;10;56;"	";2,749097824;0,1319561;0,004997253;2,734375;57;113;54;57;57;2,749097824;0,1319561;0,004997253;2,734375;113;54;-1;FALSE;FALSE;11;2,749097347;2,985020399;FALSE;
Instance-8-5-10-1;1;2;1;0;0;8;51;"	";1,783414841;0,059978485;0,002998352;1,765625;52;103;37;52;52;1,783414841;0,059978485;0,002998352;1,765625;103;37;-1;FALSE;FALSE;9;1,783415318;1,939363718;FALSE;
Instance-8-5-10-2;1;1;1;0;0;9;57;"	";2,042329788;0,057981491;0,00399971;2;58;115;42;58;58;2,042329788;0,057981491;0,00399971;2;115;42;-1;FALSE;FALSE;10;2,042329788;2,325237036;FALSE;
Instance-8-5-10-3;1;2;1;0;0;10;56;"	";2,737102509;0,119960785;0,005996704;2,71875;57;113;54;57;57;2,737102509;0,119960785;0,005996704;2,71875;113;54;-1;FALSE;FALSE;11;2,736102104;2,994017363;FALSE;
Instance-8-5-10-4;1;2;1;0;0;6;31;"	";1,556488037;0,052980423;0,003997803;1,5625;32;63;35;32;32;1,556488037;0,052980423;0,003997803;1,5625;63;35;-1;FALSE;FALSE;7;1,554490328;1,636462688;FALSE;
Instance-8-5-10-5;1;1;1;0;0;8;46;"	";1,990346909;0,037986755;0,002998352;1,984375;46;92;42;46;46;1,990346909;0,037986755;0,002998352;1,984375;92;42;-1;FALSE;FALSE;8;1,989347935;2,13929677;FALSE;
Instance-8-5-10-6;1;1;1;0;0;11;68;"	";2,549161911;0,070976257;0,004997253;2,546875;68;136;53;68;68;2,549161911;0,070976257;0,004997253;2,546875;136;53;-1;FALSE;FALSE;11;2,548163891;2,824073076;FALSE;
Instance-8-5-10-7;1;2;1;0;0;8;42;"	";2,548164368;0,37087822;0,005998611;2,53125;47;89;46;47;47;2,548164368;0,37087822;0,005998611;2,53125;89;46;-1;FALSE;FALSE;13;2,548163891;2,714109898;FALSE;
Instance-8-5-10-8;1;2;1;0;0;9;43;"	";3,43687439;0,77374649;0,005998611;3,421875;48;91;56;48;48;3,43687439;0,77374649;0,005998611;3,421875;91;56;-1;FALSE;FALSE;14;3,435873032;3,623810768;FALSE;
