Grid Name;Grid Rows;Grid Columns;Num Of Agents;Num Of Obstacles;Instance Id;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Success;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Runtime;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Cost;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Expanded (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Generated (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart MDDs Built (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Depth;Makespan;
;8;8;10;0;0;1;151,0914;68;1;1;10;0;12;
;8;8;10;0;1;1;0,976999999999975;47;1;1;5;0;9;
;8;8;10;0;2;1;3,16079999999999;59;3;4;10;1;11;
;8;8;10;0;3;1;0,652699999999982;55;1;1;8;0;9;
;8;8;10;0;4;1;3,85179999999991;52;6;10;17;1;11;
;8;8;10;0;5;1;3,78909999999996;49;9;10;13;3;9;
;8;8;10;0;6;1;0,784599999999955;42;1;1;9;0;14;
;8;8;10;0;7;1;6,14210000000003;45;4;7;9;0;9;
;8;8;10;0;8;1;1,26130000000012;54;1;1;7;0;13;
;8;8;10;0;9;1;0,512900000000172;46;1;1;4;0;10;
;8;8;10;3;0;1;0,779500000000098;49;1;1;8;0;9;
;8;8;10;3;1;1;2,71419999999989;60;2;5;10;1;12;
;8;8;10;3;2;1;1,04539999999997;50;4;7;10;1;9;
;8;8;10;3;3;1;11,0046000000002;63;19;38;36;1;13;
;8;8;10;3;4;1;39,4883999999997;62;22;30;43;4;11;
;8;8;10;3;5;1;11,0949000000001;58;27;47;45;3;12;
;8;8;10;3;6;1;0,99539999999979;44;2;2;7;0;10;
;8;8;10;3;7;1;11,6208000000001;72;10;14;22;4;12;
;8;8;10;3;8;1;0,802899999999681;56;1;1;10;0;9;
;8;8;10;3;9;1;2,77919999999995;59;7;10;17;2;10;
;8;8;10;6;0;1;1,92270000000008;64;5;5;9;2;14;
;8;8;10;6;1;1;18,4405999999999;59;7;8;11;2;12;
;8;8;10;6;2;1;1,11519999999928;55;3;5;10;2;10;
;8;8;10;6;3;1;1,47610000000077;48;2;3;10;0;9;
;8;8;10;6;4;1;17,6036000000004;63;8;12;17;3;13;
;8;8;10;6;5;1;1,6934999999994;44;6;9;14;3;7;
;8;8;10;6;6;1;3,44689999999991;42;4;5;10;2;14;
;8;8;10;6;7;1;0,413299999999253;51;1;1;3;0;11;
;8;8;10;6;8;1;32,7809999999999;64;47;67;70;6;14;
;8;8;10;6;9;1;10,0007999999998;59;26;34;42;3;14;
;8;8;10;9;0;1;2,71900000000005;63;6;9;12;2;10;
;8;8;10;9;1;1;49,8896999999997;63;80;124;102;8;14;
;8;8;10;9;2;1;0,618599999999788;36;2;3;9;1;8;
;8;8;10;9;3;1;0,917400000000271;49;3;4;11;1;13;
;8;8;10;9;4;1;3,91469999999936;60;15;20;21;5;14;
;8;8;10;9;5;1;1,47420000000056;63;6;11;15;2;11;
;8;8;10;9;6;1;37,0865000000003;58;114;171;149;6;12;
;8;8;10;9;7;1;3,1858000000002;58;1;1;8;0;9;
;8;8;10;9;8;1;8,06869999999981;58;17;28;31;2;13;
;8;8;10;9;9;1;581,381399999999;71;252;402;349;6;16;
;8;8;10;12;0;1;20,7322000000004;68;56;76;75;7;15;
;8;8;10;12;1;1;54,0483000000004;52;87;138;122;11;11;
;8;8;10;12;2;1;3,54490000000078;47;4;5;9;4;8;
;8;8;10;12;3;0;300004,7474;-2;301;522;436;13;-1;
;8;8;10;12;4;1;21626,8514;83;316;606;553;12;14;
;8;8;10;12;5;1;24,460699999996;73;45;75;73;7;16;
;8;8;10;12;6;0;300003,8752;-2;424;664;445;10;-1;
;8;8;10;12;7;1;6,96669999998994;47;15;22;25;4;10;
;8;8;10;12;8;1;70,0815999999177;69;107;212;202;8;15;
;8;8;10;12;9;1;8,33950000000186;61;22;38;40;6;20;
;8;8;10;16;0;0;300004,4426;-2;389;596;597;9;-1;
;8;8;10;16;1;0;300001,7821;-2;376;710;614;32;-1;
;8;8;10;16;2;1;44144,9335;72;390;738;679;13;16;
;8;8;10;16;3;1;161184,8834;67;446;775;580;15;13;
;8;8;10;16;4;1;130,997699999949;70;118;207;187;9;13;
;8;8;10;16;5;0;300002,0362;-2;408;681;574;16;-1;
;8;8;10;16;6;1;2230,06539999996;76;142;262;241;10;20;
;8;8;10;16;7;1;19,1654999998864;83;36;71;74;8;15;
;8;8;10;16;8;0;300002,9091;-2;504;885;674;15;-1;
;8;8;10;16;9;0;300000,6298;-1;325;593;542;-1;-1;
;8;8;10;19;0;1;2,77559999981895;60;6;10;15;3;14;
;8;8;10;19;1;0;300005,5374;-2;293;496;439;15;-1;
;8;8;10;19;2;0;300014,0817;-1;655;1268;1177;-1;-1;
;8;8;10;19;3;1;112,910600000061;61;73;98;95;14;11;
;8;8;10;19;4;1;1699,60289999982;78;487;922;753;14;11;
;8;8;10;19;5;0;300001,7239;-2;540;869;692;12;-1;
;8;8;10;19;6;1;8,43410000018775;38;28;36;39;7;7;
;8;8;10;19;7;0;300017,2;-2;455;856;708;14;-1;
;8;8;10;19;8;0;300002,6849;-2;458;859;571;26;-1;
;8;8;10;19;9;0;300006,4581;-1;357;641;638;-1;-1;
;8;8;10;22;0;0;300001,9691;-2;581;1083;996;22;-1;
;8;8;10;22;1;0;300005,2013;-2;595;1182;807;13;-1;
;8;8;10;22;2;0;300003,521;-2;599;1139;985;18;-1;
;8;8;10;22;3;0;300007,3676;-2;567;1081;907;15;-1;
;8;8;10;22;4;0;300002,8139;-1;533;1023;847;-1;-1;
;8;8;10;22;5;0;300002,0447;-2;468;864;729;18;-1;
;8;8;10;22;6;1;891,869900000282;76;210;392;352;11;14;
;8;8;10;22;7;0;300001,7874;-2;566;1060;800;26;-1;
;8;8;10;22;8;0;300003,8279;-1;554;956;807;-1;-1;
;8;8;10;22;9;1;4701,84669999965;58;306;526;444;12;10;
;8;8;10;25;0;0;300001,7245;-2;325;628;636;18;-1;
;8;8;10;25;1;0;300004,310400001;-1;609;1170;988;-1;-1;
;8;8;10;25;2;0;300017,0844;-2;515;886;715;29;-1;
;8;8;10;25;3;0;300003,3804;-1;663;1186;1187;-1;-1;
;8;8;10;25;4;0;300001,8844;-2;376;630;509;25;-1;
;8;8;10;25;5;1;1693,72369999997;88;254;452;383;24;14;
;8;8;10;25;6;0;300002,148;-2;560;1063;1016;17;-1;
;8;8;10;25;7;0;300003,5321;-2;460;799;592;18;-1;
;8;8;10;25;8;0;300001,7513;-2;472;871;675;25;-1;
;8;8;10;25;9;0;300002,168500001;-2;562;1113;983;26;-1;
