Instance; First_solved;Models; Optimum; Calls;Threads;MIN-Timestep;Min-SUMTIME; ;1stTime(Total); 1stTime(Solving);1stTime(Unsat); 1stCPU Time;1stOptimization;1stSOL-COST; 1st Makespan; ;OPT - Optimization; OPT- Time(Total); OPT-Time(Solving); OPT-Time(Unsat); OPT-CPU Time; OPT-SOL-COST; Last-Makespan ;OPT-Makespan; OPT-Solved;Moved On Goal; Theoric Makespan; 1stRunTime ;Total RunTime; Called Extra; Called Extra
Instance-8-10-4-0;1;1;1;0;4;5;11;"	";0,030988693;0,000999451;0;0,03125;0;11;5;"	";0;0,030988693;0,000999451;0;0,03125;11;5;5;TRUE;FALSE;5;0,023992062;0,033988714;FALSE;
Instance-8-10-4-1;1;1;1;0;4;11;29;"	";0,093969345;0,003997803;0;0,09375;0;29;11;"	";0;0,093969345;0,003997803;0;0,09375;29;11;11;TRUE;FALSE;11;0,089970589;0,101966858;FALSE;
Instance-8-10-4-2;1;1;1;0;4;8;21;"	";0,05198288;0,001998901;0;0,046875;0;21;8;"	";0;0,05198288;0,001998901;0;0,046875;21;8;8;TRUE;FALSE;8;0,047984123;0,056981087;FALSE;
Instance-8-10-4-3;1;1;1;0;4;5;12;"	";0,023992538;0,000997543;0;0,0625;0;12;5;"	";0;0,023992538;0,000997543;0;0,0625;12;5;5;TRUE;FALSE;5;0,018993855;0,027988911;FALSE;
Instance-8-10-4-4;1;1;1;0;4;7;15;"	";0,043987274;0,002000809;0;0,046875;0;15;7;"	";0;0,043987274;0,002000809;0;0,046875;15;7;7;TRUE;FALSE;7;0,039987326;0,048985243;FALSE;
Instance-8-10-4-5;1;1;1;0;4;6;10;"	";0,037986755;0,000999451;0;0,03125;0;10;6;"	";0;0,037986755;0,000999451;0;0,03125;10;6;6;TRUE;FALSE;6;0,031989336;0,041985512;FALSE;
Instance-8-10-4-6;1;1;1;0;4;12;28;"	";0,093969345;0,00399971;0,000999451;0,109375;0;28;12;"	";0;0,093969345;0,00399971;0,000999451;0,109375;28;12;12;TRUE;FALSE;12;0,088970423;0,099967003;FALSE;
Instance-8-10-4-7;1;1;1;0;4;6;13;"	";0,031991959;0,001001358;0;0,03125;0;13;6;"	";0;0,031991959;0,001001358;0;0,03125;13;6;6;TRUE;FALSE;6;0,027992249;0,035992861;FALSE;
Instance-8-10-4-8;1;1;1;0;4;10;24;"	";0,07097435;0,003997803;0,000999451;0,109375;0;24;10;"	";0;0,07097435;0,003997803;0,000999451;0,109375;24;10;10;TRUE;FALSE;10;0,065979004;0,074974775;FALSE;
Instance-8-10-4-9;1;1;1;0;4;10;27;"	";0,107965469;0,003997803;0;0,078125;0;27;10;"	";0;0,107965469;0,003997803;0;0,078125;27;10;10;TRUE;FALSE;10;0,102966785;0,114962101;FALSE;
Instance-8-10-5-0;1;3;1;0;4;10;33;"	";0,119962692;0,010997772;0,002000809;0,15625;2;35;11;"	";2;0,119962692;0,010997772;0,002000809;0,15625;35;11;-1;FALSE;FALSE;12;0,219928265;0,232923508;TRUE;
Instance-8-10-5-1;1;1;1;0;4;11;41;"	";0,109964371;0,004999161;0;0,125;0;41;11;"	";0;0,109964371;0,004999161;0;0,125;41;11;11;TRUE;FALSE;11;0,10496521;0,118960619;FALSE;
