sep=;
Instance; First_solved; ;Models; Optimum; Calls;Threads;MIN-Timestep;Min-SUMTIME; ;1stTime(Total); 1stTime(Solving);1stTime(Unsat); 1stCPU Time;1stOptimization;1stSOL-COST; 1st Makespan; ;OPT - Optimization; OPT- Time(Total); OPT-Time(Solving); OPT-Time(Unsat); OPT-CPU Time; OPT-SOL-COST; Last-Makespan ;OPT-Makespan; OPT-Solved;Moved On Goal; Theoric Makespan; 1stRunTime ;Total RunTime; Called Extra
Instance-8-10-4-0;1;1,0;1,0;0,0;4,0;5;11;	;0,024991989135742188;0,0019989013671875;0,00099945068359375;0,03125;0,0;11,0;5;	;0,0;0,024991989135742188;0,0019989013671875;0,00099945068359375;0,03125;11,0;5;5;True;False;5,0;0,019992828369140625;0,05598139762878418;False
Instance-8-10-4-1;1;1,0;1,0;0,0;4,0;11;29;	;0,09097099304199219;0,003997802734375;0,0;0,09375;0,0;29,0;11;	;0,0;0,09097099304199219;0,003997802734375;0,0;0,09375;29,0;11;11;True;False;11,0;0,08497309684753418;0,19293546676635742;False
Instance-8-10-4-2;1;1,0;1,0;0,0;4,0;8;21;	;0,047985076904296875;0,0020008087158203125;0,0;0,046875;0,0;21,0;8;	;0,0;0,047985076904296875;0,0020008087158203125;0,0;0,046875;21,0;8;8;True;False;8,0;0,04298567771911621;0,1069650650024414;False
Instance-8-10-4-3;1;1,0;1,0;0,0;4,0;5;12;	;0,027990341186523438;0,0019989013671875;0,0;0,03125;0,0;12,0;5;	;0,0;0,027990341186523438;0,0019989013671875;0,0;0,03125;12,0;5;5;True;False;5,0;0,022992372512817383;0,05897998809814453;False
Instance-8-10-4-4;1;1,0;1,0;0,0;4,0;7;15;	;0,04098701477050781;0,0019989013671875;0,00099945068359375;0,03125;0,0;15,0;7;	;0,0;0,04098701477050781;0,0019989013671875;0,00099945068359375;0,03125;15,0;7;7;True;False;7,0;0,035988569259643555;0,08797049522399902;False
Instance-8-10-4-5;1;1,0;1,0;0,0;4,0;6;10;	;0,03398895263671875;0,0020008087158203125;0,0;0,0625;0,0;10,0;6;	;0,0;0,03398895263671875;0,0020008087158203125;0,0;0,0625;10,0;6;6;True;False;6,0;0,02799081802368164;0,07397651672363281;False
Instance-8-10-4-6;1;1,0;1,0;0,0;4,0;12;28;	;0,09596824645996094;0,0039997100830078125;0,0;0,09375;0,0;28,0;12;	;0,0;0,09596824645996094;0,0039997100830078125;0,0;0,09375;28,0;12;12;True;False;12,0;0,08997178077697754;0,2059326171875;False
Instance-8-10-4-7;1;1,0;1,0;0,0;4,0;6;13;	;0,03199195861816406;0,001003265380859375;0,0;0,03125;0,0;13,0;6;	;0,0;0,03199195861816406;0,001003265380859375;0,0;0,03125;13,0;6;6;True;False;6,0;0,026990652084350586;0,0699772834777832;False
Instance-8-10-4-8;1;1,0;1,0;0,0;4,0;10;24;	;0,07297706604003906;0,0030002593994140625;0,0;0,0625;0,0;24,0;10;	;0,0;0,07297706604003906;0,0030002593994140625;0,0;0,0625;24,0;10;10;True;False;10,0;0,0679779052734375;0,15594935417175293;False
Instance-8-10-4-9;1;1,0;1,0;0,0;4,0;10;27;	;0,07997512817382812;0,0030002593994140625;0,0;0,078125;0,0;27,0;10;	;0,0;0,07997512817382812;0,0030002593994140625;0,0;0,078125;27,0;10;10;True;False;10,0;0,07497596740722656;0,17594170570373535;False
Instance-8-10-5-0;1;2,0;1,0;0,0;4,0;10;33;	;0,1379547119140625;0,008996963500976562;0,00299835205078125;0,140625;2,0;35,0;12;	;2,0;0,1379547119140625;0,008996963500976562;0,00299835205078125;0,140625;35,0;12;12;True;True;12,0;0,39487147331237793;0,5578172206878662;True
Instance-8-10-5-1;1;1,0;1,0;0,0;4,0;11;41;	;0,11196327209472656;0,0059986114501953125;0,00099945068359375;0,109375;0,0;41,0;11;	;0,0;0,11196327209472656;0,0059986114501953125;0,00099945068359375;0,109375;41,0;11;11;True;False;11,0;0,10596609115600586;0,23492217063903809;False
Instance-8-10-5-2;1;1,0;1,0;0,0;4,0;6;24;	;0,03998756408691406;0,0020008087158203125;0,00099945068359375;0,046875;0,0;24,0;6;	;0,0;0,03998756408691406;0,0020008087158203125;0,00099945068359375;0,046875;24,0;6;6;True;False;6,0;0,03398895263671875;0,08497118949890137;False
Instance-8-10-5-3;1;1,0;1,0;0,0;4,0;9;23;	;0,07497596740722656;0,0030002593994140625;0,0;0,0625;0,0;23,0;9;	;0,0;0,07497596740722656;0,0030002593994140625;0,0;0,0625;23,0;9;9;True;False;9,0;0,06897783279418945;0,15994739532470703;False
Instance-8-10-5-4;1;1,0;1,0;0,0;4,0;10;29;	;0,09796905517578125;0,0049991607666015625;0,0;0,09375;0,0;29,0;10;	;0,0;0,09796905517578125;0,0049991607666015625;0,0;0,09375;29,0;10;10;True;False;10,0;0,09196949005126953;0,22092700004577637;False
Instance-8-10-5-5;1;1,0;1,0;0,0;4,0;10;31;	;0,09196853637695312;0,0049991607666015625;0,00099945068359375;0,109375;0,0;31,0;10;	;0,0;0,09196853637695312;0,0049991607666015625;0,00099945068359375;0,109375;31,0;10;10;True;False;10,0;0,08197331428527832;0,19093728065490723;False
Instance-8-10-5-6;1;2,0;1,0;0,0;4,0;11;35;	;0,135955810546875;0,0069980621337890625;0,00099945068359375;0,1875;1,0;36,0;12;	;1,0;0,135955810546875;0,0069980621337890625;0,00099945068359375;0,1875;36,0;12;12;True;False;12,0;0,12895798683166504;0,2589144706726074;False
Instance-8-10-5-7;1;1,0;1,0;0,0;4,0;10;25;	;0,09596824645996094;0,0049991607666015625;0,00099945068359375;0,09375;0,0;25,0;10;	;0,0;0,09596824645996094;0,0049991607666015625;0,00099945068359375;0,09375;25,0;10;10;True;False;10,0;0,08997154235839844;0,2019329071044922;False
Instance-8-10-5-8;1;1,0;1,0;0,0;4,0;8;20;	;0,10296630859375;0,008996963500976562;0,0019989013671875;0,09375;2,0;22,0;10;	;2,0;0,10296630859375;0,008996963500976562;0,0019989013671875;0,09375;22,0;10;10;True;False;10,0;0,09596395492553711;0,1809403896331787;False
Instance-8-10-5-9;1;1,0;1,0;0,0;4,0;6;23;	;0,06897735595703125;0,0059986114501953125;0,00099945068359375;0,078125;2,0;25,0;8;	;2,0;0,06897735595703125;0,0059986114501953125;0,00099945068359375;0,078125;25,0;8;8;True;False;8,0;0,061980485916137695;0,12096047401428223;False
Instance-8-10-6-0;1;1,0;1,0;0,0;4,0;8;37;	;0,06697845458984375;0,0030002593994140625;0,0;0,125;0,0;37,0;8;	;0,0;0,06697845458984375;0,0030002593994140625;0,0;0,125;37,0;8;8;True;False;8,0;0,060980796813964844;0,14495348930358887;False
Instance-8-10-6-1;1;3,0;1,0;0,0;4,0;6;23;	;0,06597900390625;0,00499725341796875;0,00099945068359375;0,0625;1,0;24,0;7;	;1,0;0,06597900390625;0,00499725341796875;0,00099945068359375;0,0625;24,0;7;7;True;False;7,0;0,058980703353881836;0,12295937538146973;False
Instance-8-10-6-2;1;1,0;1,0;0,0;4,0;9;28;	;0,10696601867675781;0,0039997100830078125;0,0;0,109375;0,0;28,0;9;	;0,0;0,10696601867675781;0,0039997100830078125;0,0;0,109375;28,0;9;9;True;False;9,0;0,09996819496154785;0,22592592239379883;False
Instance-8-10-6-3;1;1,0;1,0;0,0;4,0;10;37;	;0,18294143676757812;0,0049991607666015625;0,0;0,171875;0,0;37,0;10;	;0,0;0,18294143676757812;0,0049991607666015625;0,0;0,171875;37,0;10;10;True;False;10,0;0,17494416236877441;0,44185495376586914;False
Instance-8-10-6-4;1;1,0;1,0;0,0;4,0;11;40;	;0,17794227600097656;0,007997512817382812;0,00099945068359375;0,171875;0,0;40,0;11;	;0,0;0,17794227600097656;0,007997512817382812;0,00099945068359375;0,171875;40,0;11;11;True;False;11,0;0,16994428634643555;0,35888075828552246;False
Instance-8-10-6-5;1;3,0;1,0;0,0;4,0;9;34;	;0,14695167541503906;0,012996673583984375;0,0010013580322265625;0,171875;2,0;36,0;11;	;2,0;0,14695167541503906;0,012996673583984375;0,0010013580322265625;0,171875;36,0;11;11;True;False;11,0;0,13495612144470215;0,25591468811035156;False
Instance-8-10-6-6;1;1,0;1,0;0,0;4,0;7;26;	;0,08197402954101562;0,0039997100830078125;0,00099945068359375;0,078125;1,0;27,0;8;	;1,0;0,08197402954101562;0,0039997100830078125;0,00099945068359375;0,078125;27,0;8;8;True;False;8,0;0,07497596740722656;0,15394973754882812;False
Instance-8-10-6-7;1;1,0;1,0;0,0;4,0;10;31;	;0,12096023559570312;0,0059986114501953125;0,00099945068359375;0,171875;0,0;31,0;10;	;0,0;0,12096023559570312;0,0059986114501953125;0,00099945068359375;0,171875;31,0;10;10;True;False;10,0;0,11396336555480957;0,26891136169433594;False
Instance-8-10-6-8;1;1,0;1,0;0,0;4,0;8;33;	;0,07097816467285156;0,0030002593994140625;0,0;0,078125;0,0;33,0;8;	;0,0;0,07097816467285156;0,0030002593994140625;0,0;0,078125;33,0;8;8;True;False;8,0;0,06297993659973145;0,14895081520080566;False
Instance-8-10-6-9;1;2,0;1,0;0,0;4,0;6;24;	;0,06497955322265625;0,003997802734375;0,0;0,0625;1,0;25,0;7;	;1,0;0,06497955322265625;0,003997802734375;0,0;0,0625;25,0;7;7;True;False;7,0;0,05898094177246094;0,12196016311645508;False
Instance-8-10-7-0;1;3,0;1,0;0,0;4,0;8;25;	;0,21092987060546875;0,017993927001953125;0,0009975433349609375;0,265625;3,0;28,0;12;	;3,0;0,21092987060546875;0,017993927001953125;0,0009975433349609375;0,265625;28,0;12;-1;False;False;11,0;0,2039337158203125;0,3228936195373535;False
Instance-8-10-7-1;1;1,0;1,0;0,0;4,0;8;40;	;0,10196685791015625;0,00499725341796875;0,00099945068359375;0,109375;0,0;40,0;8;	;0,0;0,10196685791015625;0,00499725341796875;0,00099945068359375;0,109375;40,0;8;8;True;False;8,0;0,09297013282775879;0,2039330005645752;False
Instance-8-10-7-2;1;1,0;1,0;0,0;4,0;8;29;	;0,1009674072265625;0,0049991607666015625;0,00099945068359375;0,09375;0,0;29,0;8;	;0,0;0,1009674072265625;0,0049991607666015625;0,00099945068359375;0,09375;29,0;8;8;True;False;8,0;0,09296965599060059;0,21393060684204102;False
Instance-8-10-7-3;1;1,0;1,0;0,0;4,0;10;44;	;0,16394615173339844;0,008998870849609375;0,0009975433349609375;0,15625;1,0;45,0;11;	;1,0;0,16394615173339844;0,008998870849609375;0,0009975433349609375;0,15625;45,0;11;11;True;False;11,0;0,15594863891601562;0,31389665603637695;False
Instance-8-10-7-4;1;1,0;1,0;0,0;4,0;7;29;	;0,07197761535644531;0,0030002593994140625;0,0;0,078125;0,0;29,0;7;	;0,0;0,07197761535644531;0,0030002593994140625;0,0;0,078125;29,0;7;7;True;False;7,0;0,06497883796691895;0,14995098114013672;False
Instance-8-10-7-5;1;1,0;1,0;0,0;4,0;10;43;	;0,14295578002929688;0,006000518798828125;0,00099945068359375;0,140625;0,0;43,0;10;	;0,0;0,14295578002929688;0,006000518798828125;0,00099945068359375;0,140625;43,0;10;10;True;False;10,0;0,13495659828186035;0,4998362064361572;False
Instance-8-10-7-6;1;2,0;1,0;0,0;4,0;10;41;	;0,2039356231689453;0,011999130249023438;0,0030002593994140625;0,21875;2,0;43,0;12;	;2,0;0,2039356231689453;0,011999130249023438;0,0030002593994140625;0,21875;43,0;12;12;True;False;12,0;0,1939382553100586;0,3728771209716797;False
Instance-8-10-7-7;1;2,0;1,0;0,0;4,0;10;35;	;0,20793533325195312;0,012998580932617188;0,0;0,203125;2,0;37,0;12;	;2,0;0,20793533325195312;0,012998580932617188;0,0;0,203125;37,0;12;12;True;False;12,0;0,199934720993042;0,36787939071655273;False
Instance-8-10-7-8;1;1,0;1,0;0,0;4,0;8;35;	;0,0929718017578125;0,0039997100830078125;0,0010013580322265625;0,09375;0,0;35,0;8;	;0,0;0,0929718017578125;0,0039997100830078125;0,0010013580322265625;0,09375;35,0;8;8;True;False;8,0;0,08397340774536133;0,209930419921875;False
Instance-8-10-7-9;1;1,0;1,0;0,0;4,0;5;28;	;0,036975860595703125;0,0019969940185546875;0,0;0,03125;0,0;28,0;5;	;0,0;0,036975860595703125;0,0019969940185546875;0,0;0,03125;28,0;5;5;True;False;5,0;0,02899026870727539;0,07897377014160156;False
Instance-8-10-8-0;1;2,0;1,0;0,0;4,0;7;36;	;0,13794517517089844;0,008996963500976562;0,0019989013671875;0,125;2,0;38,0;9;	;2,0;0,13794517517089844;0,008996963500976562;0,0019989013671875;0,125;38,0;9;9;True;False;9,0;0,1299583911895752;0,22792553901672363;False
Instance-8-10-8-1;1;1,0;1,0;0,0;4,0;10;38;	;0,23192405700683594;0,013996124267578125;0,003997802734375;0,25;2,0;40,0;12;	;2,0;0,23192405700683594;0,013996124267578125;0,003997802734375;0,25;40,0;12;12;True;False;12,0;0,22492766380310059;0,4058668613433838;False
Instance-8-10-8-2;1;1,0;1,0;0,0;4,0;8;40;	;0,098968505859375;0,0039997100830078125;0,00099945068359375;0,09375;0,0;40,0;8;	;0,0;0,098968505859375;0,0039997100830078125;0,00099945068359375;0,09375;40,0;8;8;True;False;8,0;0,08997082710266113;0,21992850303649902;False
Instance-8-10-8-3;1;1,0;1,0;0,0;4,0;8;38;	;0,10896492004394531;0,0049991607666015625;0,00099945068359375;0,140625;0,0;38,0;8;	;0,0;0,10896492004394531;0,0049991607666015625;0,00099945068359375;0,140625;38,0;8;8;True;False;8,0;0,09496951103210449;0,21792817115783691;False
Instance-8-10-8-4;1;2,0;1,0;0,0;4,0;8;40;	;0,37987709045410156;0,03798866271972656;0,020992279052734375;0,5;4,0;44,0;15;	;4,0;0,37987709045410156;0,03798866271972656;0,020992279052734375;0,5;44,0;15;-1;False;False;12,0;0,37187862396240234;0,5028347969055176;False
Instance-8-10-8-5;1;3,0;1,0;0,0;4,0;8;45;	;0,23392486572265625;0,015995025634765625;0,00099945068359375;0,25;3,0;48,0;11;	;3,0;0,23392486572265625;0,015995025634765625;0,00099945068359375;0,25;48,0;11;11;True;False;11,0;0,22292685508728027;0,3808753490447998;False
Instance-8-10-8-6;1;1,0;1,0;0,0;4,0;8;38;	;0,09796714782714844;0,00499725341796875;0,00099945068359375;0,09375;0,0;38,0;8;	;0,0;0,09796714782714844;0,00499725341796875;0,00099945068359375;0,09375;38,0;8;8;True;False;8,0;0,08897185325622559;0,2159287929534912;False
Instance-8-10-8-7;1;1,0;1,0;0,0;4,0;10;60;	;0,15295028686523438;0,0069980621337890625;0,00099945068359375;0,15625;0,0;60,0;10;	;0,0;0,15295028686523438;0,0069980621337890625;0,00099945068359375;0,15625;60,0;10;10;True;False;10,0;0,14395427703857422;0,31789565086364746;False
Instance-8-10-8-8;1;3,0;1,0;0,0;4,0;9;39;	;0,17394447326660156;0,008998870849609375;0,0;0,1875;1,0;40,0;10;	;1,0;0,17394447326660156;0,008998870849609375;0,0;0,1875;40,0;10;10;True;False;10,0;0,16194844245910645;0,33089113235473633;False
Instance-8-10-8-9;1;3,0;1,0;0,0;4,0;9;37;	;0,2839069366455078;0,019992828369140625;0,000995635986328125;0,296875;3,0;40,0;13;	;3,0;0,2839069366455078;0,019992828369140625;0,000995635986328125;0,296875;40,0;13;-1;False;True;12,0;0,6927731037139893;0,9356930255889893;True
