Grid Name;Grid Rows;Grid Columns;Num Of Agents;Num Of Obstacles;Instance Id;EPEA*/SIC Success;EPEA*/SIC Runtime;EPEA*/SIC Solution Cost;EPEA*/SIC Expanded;EPEA*/SIC Generated;EPEA*/SIC Reopened;EPEA*/SIC BPMX boosts;EPEA*/SIC Closed List Hits;EPEA*/SIC Reopened With Old H;EPEA*/SIC H Updated From Other Area;EPEA*/SIC Max expansion delay;EPEA*/SIC Quick Insertions;EPEA*/SIC Quick Insertions Cancelled;EPEA*/SIC Expanded Full States;EPEA*/SIC Solution Depth;Makespan;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Success;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Runtime;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Cost;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Expanded (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Generated (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart MDDs Built (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Depth;Makespan;
;16;16;18;0;6;0;300002.0009;-2;16415;43724;0;0;190613;0;0;15402;15757;9534;16415;0;-1;1;13.6164000006393;170;7;13;18;0;19;
;16;16;18;0;7;0;300001.2491;-2;46381;81721;0;0;1816928;0;0;35946;31596;40908;46381;0;-1;1;7.19930000044405;183;1;1;12;0;23;
;16;16;18;0;8;1;57838.3073999994;158;9416;143756;0;0;216192;0;0;9397;5685;6998;9416;0;19;1;2.92980000004172;158;1;1;6;0;19;
;16;16;18;0;9;0;300004.768499999;-2;103154;161253;0;0;2824412;0;0;68332;99530;12570;103154;0;-1;1;13.1604000004008;195;5;9;17;1;23;
;16;16;20;0;0;0;300020.449899999;-2;274;202753;0;0;0;0;0;271;6144;0;274;0;-1;1;44.4733000006527;201;18;34;37;2;18;
;16;16;20;0;1;0;300005.632999999;-2;2718;11193;0;0;2280;0;0;2523;3000;0;2718;0;-1;1;221.182500000112;202;79;155;134;4;24;
;16;16;20;0;2;1;45718.5299000004;224;1642;240596;0;0;1036;0;0;1541;1634;42353;1642;0;27;1;11.7363999998197;224;1;1;17;0;27;
;16;16;20;0;3;0;300010.695599999;-2;3019;127873;0;0;1152;0;0;2305;3459;26109;3019;0;-1;1;16.8095000004396;212;5;9;21;1;25;
;16;16;20;0;4;1;12462.8708999995;225;129;120619;0;0;237;0;0;72;100;9926;129;0;24;1;6.68999999947846;225;1;1;12;0;24;
;16;16;20;0;5;0;300007.014;-2;27226;35945;0;0;390808;0;0;27187;26729;4095;27226;0;-1;1;15.1228000000119;223;6;10;23;3;23;
;16;16;20;0;6;0;300004.2341;-2;38624;297239;0;0;1984874;0;0;33715;30508;100842;38624;0;-1;1;279.521800000221;227;149;261;259;2;24;
;16;16;20;0;7;0;300001.2589;-2;47992;74602;0;0;2337527;0;0;46338;28188;27981;47992;0;-1;1;29.9081000005826;185;17;30;38;1;20;
