Grid Name;Grid Rows;Grid Columns;Num Of Agents;Num Of Obstacles;Instance Id;EPEA*/SIC Success;EPEA*/SIC Runtime;EPEA*/SIC Solution Cost;EPEA*/SIC Expanded;EPEA*/SIC Generated;EPEA*/SIC Reopened;EPEA*/SIC BPMX boosts;EPEA*/SIC Closed List Hits;EPEA*/SIC Reopened With Old H;EPEA*/SIC H Updated From Other Area;EPEA*/SIC Max expansion delay;EPEA*/SIC Quick Insertions;EPEA*/SIC Quick Insertions Cancelled;EPEA*/SIC Expanded Full States;EPEA*/SIC Solution Depth;Makespan;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Success;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Runtime;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Cost;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Expanded (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Generated (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart MDDs Built (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Depth;Makespan;
;32;32;2;0;0;1;34.162;34;21;44;0;0;0;0;0;0;20;19;21;0;22;1;37.6898;34;0;1;0;0;22;
;32;32;2;0;1;1;2.92579999999998;56;30;74;0;0;0;0;0;0;29;40;30;0;31;1;0.157700000000006;56;0;1;0;0;31;
;32;32;2;0;2;1;0.863200000000006;48;33;79;0;0;0;0;0;0;32;42;33;0;34;1;0.128000000000014;48;0;1;0;0;34;
;32;32;2;0;3;1;0.667300000000012;43;25;57;0;0;0;0;0;0;24;28;25;0;26;1;0.125699999999995;43;0;1;0;0;26;
;32;32;2;0;4;1;0.455899999999986;26;18;34;0;0;0;0;0;0;17;14;18;0;19;1;0.114900000000006;26;0;1;0;0;19;
;32;32;2;0;5;1;0.806900000000041;49;29;83;0;0;0;0;0;0;28;50;29;0;30;1;0.123800000000017;49;0;1;0;0;30;
;32;32;2;0;6;1;0.253299999999967;11;8;19;0;0;0;0;0;0;7;7;8;0;9;1;0.0682999999999652;11;0;1;0;0;9;
;32;32;2;0;7;1;0.483900000000006;28;21;29;0;0;0;0;0;0;20;4;21;0;22;1;0.088799999999992;28;0;1;0;0;22;
;32;32;2;0;8;1;0.481200000000001;33;17;33;0;0;0;0;0;0;16;12;17;0;18;1;0.139499999999998;33;0;1;0;0;18;
;32;32;2;0;9;1;1.28460000000001;50;54;90;0;0;17;0;0;18;52;33;54;0;37;1;49.6941;50;1;1;2;0;37;
;32;32;4;0;0;1;2.05760000000004;104;34;99;0;0;0;0;0;0;33;49;34;0;35;1;1.2878;104;0;1;0;0;35;
