Grid Name;Grid Rows;Grid Columns;Num Of Agents;Num Of Obstacles;Instance Id;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Success;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Runtime;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Cost;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Expanded (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Generated (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart MDDs Built (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Depth;Makespan;
;32;32;2;0;0;1;44.2557;39;0;1;0;0;24;
;32;32;2;0;1;1;0.166300000000007;53;0;1;0;0;29;
;32;32;2;0;2;1;0.161100000000005;51;0;1;0;0;39;
;32;32;2;0;3;1;0.105500000000006;21;0;1;0;0;15;
;32;32;2;0;4;1;0.0823000000000036;15;0;1;0;0;12;
;32;32;2;0;5;1;0.140199999999993;45;0;1;0;0;32;
;32;32;2;0;6;1;0.128600000000006;41;0;1;0;0;31;
;32;32;2;0;7;1;0.0834999999999582;19;0;1;0;0;16;
;32;32;2;0;8;1;0.103800000000035;35;0;1;0;0;27;
;32;32;2;0;9;1;0.184399999999982;82;0;1;0;0;54;
;32;32;4;0;0;1;1.1352;64;0;1;0;0;23;
;32;32;4;0;1;1;0.16719999999998;48;0;1;0;0;35;
;32;32;4;0;2;1;0.186599999999999;61;0;1;0;0;26;
;32;32;4;0;3;1;0.267100000000028;78;0;1;0;0;33;
;32;32;4;0;4;1;0.199400000000082;76;0;1;0;0;27;
;32;32;4;0;5;1;68.0417000000001;91;1;1;2;0;32;
;32;32;4;0;6;1;4.89179999999999;104;1;1;2;0;34;
;32;32;4;0;7;1;0.26260000000002;92;0;1;0;0;37;
;32;32;4;0;8;1;0.212499999999977;77;0;1;0;0;25;
;32;32;4;0;9;1;0.219799999999964;63;0;1;0;0;33;
;32;32;6;0;0;1;0.227399999999989;66;0;1;0;0;21;
;32;32;6;0;1;1;0.350199999999973;147;0;1;0;0;37;
;32;32;6;0;2;1;0.402400000000057;106;0;1;0;0;28;
;32;32;6;0;3;1;0.324499999999944;127;0;1;0;0;35;
;32;32;6;0;4;1;0.358099999999922;119;0;1;0;0;35;
;32;32;6;0;5;1;329.7125;126;65;129;66;1;40;
;32;32;6;0;6;1;1.90789999999993;83;1;1;2;0;34;
;32;32;6;0;7;1;0.384899999999789;138;0;1;0;0;38;
;32;32;6;0;8;1;0.385200000000168;154;0;1;0;0;37;
;32;32;6;0;9;1;0.373800000000074;150;0;1;0;0;35;
;32;32;8;0;0;1;0.458000000000084;154;0;1;0;0;35;
;32;32;8;0;1;1;5.08709999999996;164;1;1;2;0;53;
;32;32;8;0;2;1;0.55139999999983;245;0;1;0;0;48;
;32;32;8;0;3;1;0.535799999999654;159;0;1;0;0;40;
;32;32;8;0;4;1;5.36529999999993;252;1;1;2;0;44;
;32;32;8;0;5;1;0.473000000000411;178;0;1;0;0;37;
;32;32;8;0;6;1;2.96340000000009;204;1;1;2;0;36;
;32;32;8;0;7;1;3.43170000000009;167;1;1;2;0;40;
;32;32;8;0;8;1;6.59620000000041;157;1;1;5;0;33;
;32;32;8;0;9;1;0.384600000000319;145;0;1;0;0;28;
;32;32;10;0;0;1;8.83399999999983;232;1;1;6;0;40;
;32;32;10;0;1;1;2.47159999999985;212;1;1;2;0;29;
;32;32;10;0;2;1;4.82919999999967;189;1;1;4;0;37;
;32;32;10;0;3;1;1.6574999999998;209;1;1;2;0;38;
;32;32;10;0;4;1;2.2514000000001;201;1;1;2;0;36;
;32;32;10;0;5;1;3.4992000000002;206;1;1;2;0;42;
;32;32;10;0;6;1;2.29239999999982;169;1;1;2;0;37;
;32;32;10;0;7;1;11.4176000000002;327;1;1;6;0;52;
;32;32;10;0;8;1;7.65470000000005;244;1;1;5;0;47;
;32;32;10;0;9;1;0.453399999999874;165;0;1;0;0;37;
;32;32;12;0;0;1;6.67499999999973;220;1;1;4;0;51;
;32;32;12;0;1;1;5.22339999999986;236;1;1;3;0;39;
;32;32;12;0;2;1;13.7372999999998;253;2;2;11;0;36;
;32;32;12;0;3;1;7.93409999999949;237;1;1;5;0;53;
;32;32;12;0;4;1;0.858600000000479;348;0;1;0;0;49;
;32;32;12;0;5;1;3.66269999999986;277;1;1;2;0;45;
;32;32;12;0;6;1;4.1282999999994;286;1;1;4;0;41;
;32;32;12;0;7;1;2.64480000000003;211;1;1;2;0;29;
;32;32;12;0;8;1;3.35069999999996;212;1;1;3;0;29;
;32;32;12;0;9;1;4.2510999999995;229;1;1;3;0;38;
;32;32;14;0;0;1;4.51990000000023;345;1;1;3;0;46;
;32;32;14;0;1;1;10.3250000000007;314;1;1;7;0;46;
;32;32;14;0;2;1;16.0778999999993;328;1;1;10;0;53;
;32;32;14;0;3;1;0.880300000000716;308;0;1;0;0;42;
;32;32;14;0;4;1;0.761900000000423;226;0;1;0;0;39;
;32;32;14;0;5;1;1.55470000000059;224;1;1;2;0;35;
;32;32;14;0;6;1;8.5610999999999;402;1;1;4;0;49;
;32;32;14;0;7;1;4.88040000000001;259;1;1;3;0;48;
;32;32;14;0;8;1;110.4385;232;67;132;81;1;41;
;32;32;14;0;9;1;395.9473;322;67;132;86;1;36;
;32;32;16;0;0;1;4.53709999999955;417;1;1;2;0;42;
;32;32;16;0;1;1;5.32150000000001;350;1;1;5;0;38;
;32;32;16;0;2;1;0.920600000000377;323;0;1;0;0;37;
;32;32;16;0;3;1;8.59789999999975;307;1;1;5;0;35;
;32;32;16;0;4;1;5.96439999999984;355;1;1;5;0;53;
;32;32;16;0;5;1;23.8906999999999;475;1;1;9;0;56;
;32;32;16;0;6;1;8.88370000000032;280;1;1;6;0;36;
;32;32;16;0;7;1;4.43099999999868;292;1;1;3;0;42;
;32;32;16;0;8;1;8.73899999999958;287;2;2;8;0;39;
;32;32;16;0;9;1;4.39229999999952;260;1;1;4;0;32;
;32;32;18;0;0;1;8.49189999999908;367;1;1;10;0;31;
;32;32;18;0;1;1;11.5061999999998;431;1;1;9;0;51;
;32;32;18;0;2;1;2.16539999999986;381;1;1;2;0;38;
;32;32;18;0;3;1;510.009300000002;300;75;147;94;1;47;
;32;32;18;0;4;1;11.4200000000001;351;1;1;7;0;48;
;32;32;18;0;5;1;4.18349999999919;302;1;1;3;0;35;
;32;32;18;0;6;1;8.21049999999923;366;1;1;8;0;37;
;32;32;18;0;7;1;10.9567000000006;303;1;1;11;0;31;
;32;32;18;0;8;1;1326.5909;382;67;131;81;1;42;
;32;32;18;0;9;1;6.23899999999958;378;1;1;4;0;39;
;32;32;20;0;0;1;402.308800000001;395;68;133;85;1;48;
;32;32;20;0;1;1;10.5753000000004;413;2;2;7;0;40;
;32;32;20;0;2;1;512.104800000001;432;67;132;83;1;40;
;32;32;20;0;3;1;22.2754999999997;368;3;5;13;0;44;
;32;32;20;0;4;1;362.805700000001;397;67;131;91;1;35;
;32;32;20;0;5;1;13.5233000000007;416;1;1;10;0;44;
;32;32;20;0;6;1;11.1123000000007;375;1;1;7;0;45;
;32;32;20;0;7;1;19.2250999999997;438;1;1;9;0;51;
;32;32;20;0;8;1;6.60100000000057;372;1;1;7;0;31;
;32;32;20;0;9;1;7.37120000000141;372;1;1;7;0;44;
;32;32;22;0;0;1;17.9137999999984;438;1;1;13;0;35;
;32;32;22;0;1;1;18.4403999999995;487;1;1;12;0;41;
