Instance; First_solved;solved;;1stOPT;1stSOL-COST;1stMakespan;1stTheoricMakespan;1stRunTime;1stGroundTime;1stGroundPerc;1stAtoms;1stBodies;1stRules;1stTotal;;OPT;SOL-COST;Makespan;TheoricMakespan;RunTime;GroundTime;GroundPerc;Atoms;Bodies;Rules;Total
Release\Instances\Instance-8-0-8-6;1;1;"	";47;47;-1;13;0,288879156;0,119931936;41,51629971;9381;28385;45992;83758;"	";47;47;-1;14;0,617753506;0,25403738;41,12277435;10310;32115;52077;94502
Release\Instances\Instance-8-0-8-7;1;1;"	";43;43;-1;14;0,150402546;0,061489582;40,88333856;5791;14092;22661;42544;"	";41;41;-1;18;0,642051697;0,212383986;33,07895401;11322;36004;58362;105688
Release\Instances\Instance-8-0-8-8;1;1;"	";38;38;-1;8;0,129440546;0,060934067;47,07494571;5706;13899;22426;42031;"	";38;38;-1;8;0,129440546;0,060934067;47,07494571;5706;13899;22426;42031
Release\Instances\Instance-8-0-8-9;1;1;"	";36;36;-1;8;0,132302284;0,062732935;47,41636572;5764;14304;23179;43247;"	";36;36;-1;8;0,132302284;0,062732935;47,41636572;5764;14304;23179;43247
Release\Instances\Instance-8-0-10-0;1;1;"	";54;54;-1;11;0,300014496;0,131162167;43,71860974;9956;30347;49857;90160;"	";54;54;-1;11;0,300014496;0,131162167;43,71860974;9956;30347;49857;90160
Release\Instances\Instance-8-0-10-1;1;1;"	";35;35;-1;6;0,093019009;0,044229507;47,54889145;4607;9140;15037;28784;"	";35;35;-1;6;0,093019009;0,044229507;47,54889145;4607;9140;15037;28784
Release\Instances\Instance-8-0-10-2;1;1;"	";48;48;-1;12;0,322228193;0,10582304;32,84102453;8711;24895;40826;74432;"	";48;48;-1;14;0,770380974;0,247699022;32,15279592;10870;33848;55627;100345
Release\Instances\Instance-8-0-10-3;1;1;"	";50;50;-1;9;0,197489262;0,083867311;42,46677049;7410;19538;31912;58860;"	";50;50;-1;9;0,197489262;0,083867311;42,46677049;7410;19538;31912;58860
Release\Instances\Instance-8-0-10-4;1;1;"	";41;41;-1;9;0,208884954;0,094963312;45,46201635;7849;22106;36526;66481;"	";41;41;-1;9;0,208884954;0,094963312;45,46201635;7849;22106;36526;66481
Release\Instances\Instance-8-0-10-5;1;1;"	";55;55;-1;11;0,293872118;0,126052141;42,89353548;9756;29371;48196;87323;"	";55;55;-1;11;0,293872118;0,126052141;42,89353548;9756;29371;48196;87323
Release\Instances\Instance-8-0-10-6;1;1;"	";50;50;-1;12;0,356784344;0,14673233;41,12633665;10905;34220;56287;101412;"	";50;50;-1;12;0,356784344;0,14673233;41,12633665;10905;34220;56287;101412
Release\Instances\Instance-8-0-10-7;1;1;"	";51;51;-1;9;0,210112572;0,090566874;43,10397651;7731;21039;34445;63215;"	";51;51;-1;9;0,210112572;0,090566874;43,10397651;7731;21039;34445;63215
Release\Instances\Instance-8-0-10-8;1;1;"	";43;43;-1;10;0,239731789;0,108223677;45,14364878;8805;25454;41786;76045;"	";43;43;-1;10;0,239731789;0,108223677;45,14364878;8805;25454;41786;76045
Release\Instances\Instance-8-0-10-9;1;1;"	";62;62;-1;9;0,212504148;0,090784788;42,72141922;7697;21203;34820;63720;"	";62;62;-1;9;0,212504148;0,090784788;42,72141922;7697;21203;34820;63720
Release\Instances\Instance-8-0-12-0;1;1;"	";62;62;-1;10;0,29534483;0,130517244;44,19147765;10013;29912;49695;89620;"	";62;62;-1;10;0,29534483;0,130517244;44,19147765;10013;29912;49695;89620
Release\Instances\Instance-8-0-12-1;1;1;"	";63;63;-1;9;0,244802713;0,102273226;41,77781544;8545;23565;38988;71098;"	";63;63;-1;9;0,244802713;0,102273226;41,77781544;8545;23565;38988;71098
Release\Instances\Instance-8-0-12-2;1;1;"	";45;45;-1;7;0,157480478;0,070421457;44,717579;6541;15578;25840;47959;"	";45;45;-1;7;0,157480478;0,070421457;44,717579;6541;15578;25840;47959
Release\Instances\Instance-8-0-12-3;1;1;"	";53;53;-1;9;0,230494022;0,105788231;45,89630126;8730;24332;40339;73401;"	";53;53;-1;9;0,230494022;0,105788231;45,89630126;8730;24332;40339;73401
Release\Instances\Instance-8-0-12-4;1;1;"	";53;53;-1;10;0,238623857;0,102297068;42,86958928;8623;23570;38894;71087;"	";53;53;-1;11;0,534003973;0,224435091;42,02873056;9833;28588;47254;85675
Release\Instances\Instance-8-0-12-5;1;1;"	";83;83;-1;14;0,553342581;0,192112923;34,71862266;13483;44292;73421;131196;"	";83;83;-1;15;1,118302822;0,407545805;36,44324211;14716;49583;82250;146549
Release\Instances\Instance-8-0-12-6;1;1;"	";63;63;-1;9;0,254234552;0,102309704;40,24224987;8653;23695;39076;71424;"	";63;63;-1;9;0,254234552;0,102309704;40,24224987;8653;23695;39076;71424
Release\Instances\Instance-8-0-12-7;1;1;"	";63;63;-1;8;0,181324244;0,081643343;45,02615942;7390;18672;30759;56821;"	";63;63;-1;8;0,181324244;0,081643343;45,02615942;7390;18672;30759;56821
Release\Instances\Instance-8-0-12-8;1;1;"	";49;49;-1;9;0,188492537;0,080777168;42,85430593;7373;18353;30188;55914;"	";49;49;-1;10;0,424351215;0,179347277;42,26387723;8541;23029;37942;69512
Release\Instances\Instance-8-0-12-9;1;1;"	";63;63;-1;8;0,192327738;0,08686018;45,16258595;7591;19832;32892;60315;"	";63;63;-1;8;0,192327738;0,08686018;45,16258595;7591;19832;32892;60315
Release\Instances\Instance-8-0-14-0;1;1;"	";61;61;-1;11;0,349910498;0,145174026;41,48890286;11071;33104;55294;99469;"	";61;61;-1;12;0,75893259;0,314387083;41,42490216;12446;39043;65269;116758
Release\Instances\Instance-8-0-14-1;1;1;"	";85;85;-1;12;0,511110306;0,19862771;38,86200456;13874;45319;75684;134877;"	";85;85;-1;12;0,511110306;0,19862771;38,86200456;13874;45319;75684;134877
Release\Instances\Instance-8-0-14-2;1;1;"	";70;70;-1;11;0,451782465;0,169280052;37,46937194;12391;38917;65038;116346;"	";70;70;-1;11;0,451782465;0,169280052;37,46937194;12391;38917;65038;116346
Release\Instances\Instance-8-0-14-3;1;1;"	";78;78;-1;12;0,51499176;0,148005724;28,73943534;11158;33715;56341;101214;"	";78;78;-1;14;1,288375854;0,346081495;26,86184269;13918;45708;76489;136115
Release\Instances\Instance-8-0-14-4;1;1;"	";61;61;-1;11;0,349763632;0,145492792;41,59746151;11091;33316;55685;100092;"	";61;61;-1;12;0,752295256;0,314642429;41,82432722;12464;39233;65622;117319
Release\Instances\Instance-8-0-14-5;1;1;"	";51;51;-1;7;0,173602104;0,076570034;44,10662785;7143;16906;28234;52283;"	";51;51;-1;7;0,173602104;0,076570034;44,10662785;7143;16906;28234;52283
Release\Instances\Instance-8-0-14-6;1;1;"	";78;78;-1;11;0,392829895;0,161534548;41,12073695;12107;37075;61691;110873;"	";78;78;-1;11;0,392829895;0,161534548;41,12073695;12107;37075;61691;110873
Release\Instances\Instance-8-0-14-7;1;1;"	";71;71;-1;11;0,269879103;0,100469112;37,22745162;8507;22729;38054;69290;"	";71;71;-1;14;0,781754971;0,274906635;35,16531978;12619;40338;67628;120585
Release\Instances\Instance-8-0-14-8;1;1;"	";69;69;-1;15;0,447550774;0,118597984;26,49933623;9611;26816;44679;81106;"	";66;66;-1;18;1,596446753;0,401880026;25,1734062;17862;62576;104732;185170
Release\Instances\Instance-8-0-14-9;1;1;"	";78;78;-1;9;0,263153791;0,119210958;45,30087058;9636;26926;44776;81338;"	";78;78;-1;9;0,263153791;0,119210958;45,30087058;9636;26926;44776;81338
Release\Instances\Instance-8-0-16-0;1;1;"	";97;97;-1;16;0,579542875;0,192490816;33,21424942;13698;43570;73167;130435;"	";97;97;-1;21;2,112648726;0,541648149;25,63834408;21381;77773;130938;230092
Release\Instances\Instance-8-0-16-1;1;1;"	";98;98;-1;13;0,606090307;0,168089151;27,73335085;12352;38021;63939;114312;"	";98;98;-1;16;1,539700031;0,434465885;28,21756682;16955;58424;98402;173781
Release\Instances\Instance-8-0-16-2;1;1;"	";79;79;-1;15;0,846097946;0,263800859;31,17852497;16799;57511;96880;171190;"	";79;79;-1;17;1,991271973;0,583644152;29,31011734;19873;71210;120018;211101
Release\Instances\Instance-8-0-16-3;1;1;"	";74;74;-1;17;0,363312244;0,107568741;29,60779398;9194;24107;40440;73741;"	";73;73;-1;25;3,252714872;0,491483688;15,109953;22892;84330;142096;249318
Release\Instances\Instance-8-0-16-4;1;1;"	";93;93;-1;13;0,710984945;0,197500467;27,77843168;13835;44623;75125;133583;"	";93;93;-1;15;1,803088903;0,462655067;25,65902694;16908;58286;98204;173398
Release\Instances\Instance-8-0-16-5;1;1;"	";70;70;-1;9;0,315001488;0,136483192;43,32779297;10719;30633;51467;92819;"	";70;70;-1;9;0,315001488;0,136483192;43,32779297;10719;30633;51467;92819
Release\Instances\Instance-8-0-16-6;1;1;"	";73;73;-1;15;0,817047596;0,29425168;36,01401948;18424;64752;109087;192263;"	";73;73;-1;16;1,686864138;0,615955591;36,51483113;19961;71604;120660;212225
Release\Instances\Instance-8-0-16-7;1;1;"	";69;69;-1;12;0,514159441;0,223843098;43,53573616;15258;50529;85077;150864;"	";69;69;-1;12;0,514159441;0,223843098;43,53573616;15258;50529;85077;150864
Release\Instances\Instance-8-0-16-8;1;1;"	";87;87;-1;9;0,329291105;0,133662462;40,59097258;10580;29868;49999;90447;"	";87;87;-1;9;0,329291105;0,133662462;40,59097258;10580;29868;49999;90447
Release\Instances\Instance-8-0-16-9;1;1;"	";86;86;-1;18;0,524981499;0,191092968;36,39994332;9258;24593;41280;75131;"	";82;82;-1;24;2,267670393;0,609886408;26,8948437;24526;91941;154992;271459
Release\Instances\Instance-8-0-18-0;1;1;"	";96;96;-1;13;0,532065153;0,180789709;33,97886669;13293;40707;68683;122683;"	";96;96;-1;16;1,395163774;0,467971325;33,54239362;18339;63286;106979;188604
Release\Instances\Instance-8-0-18-1;1;1;"	";104;104;-1;14;0,657152414;0,253489494;38,57392727;16541;55087;92994;164622;"	";104;104;-1;16;1,493456602;0,568204403;38,04626141;19918;70316;118825;209059
Release\Instances\Instance-8-0-18-2;1;1;"	";104;104;-1;18;1,281527042;0,212852955;16,60932215;14915;47966;80979;143860;"	";104;104;-1;25;8,460619211;0,668936491;7,906472024;26728;101211;171288;299227
Release\Instances\Instance-8-0-18-3;1;1;"	";93;93;-1;15;0,845111609;0,227596521;26,9309425;15439;51257;86977;153673;"	";93;93;-1;19;2,542605639;0,595719576;23,42949165;22190;81702;138614;242506
Release\Instances\Instance-8-0-18-4;1;1;"	";113;113;-1;14;0,675831556;0,220464945;32,621286;15192;49637;83903;148732;"	";113;113;-1;17;1,888706684;0,547753096;29,00149082;20256;72449;122597;215302
Release\Instances\Instance-8-0-18-5;1;1;"	";117;117;-1;17;1,092654467;0,21273613;19,46966184;14884;47837;80738;143459;"	";117;117;-1;23;4,617754936;0,633182049;13,71190238;25015;93529;158239;276783
Release\Instances\Instance-8-0-18-6;1;1;"	";94;94;-1;15;0,49120903;0,153032064;31,15416351;11778;34232;57782;103792;"	";94;94;-1;21;1,927185059;0,514204502;26,68163599;21871;79441;134457;235769
Release\Instances\Instance-8-0-18-7;1;1;"	";91;91;-1;15;0,819971561;0,286682129;34,96244777;18178;62638;105967;186783;"	";91;91;-1;17;1,84662056;0,63658762;34,47311449;21556;77893;131841;231290
Release\Instances\Instance-8-0-18-8;1;1;"	";97;97;-1;12;0,575434685;0,261951685;45,52240105;16738;56659;95947;169344;"	";97;97;-1;12;0,575434685;0,261951685;45,52240105;16738;56659;95947;169344
Release\Instances\Instance-8-0-18-9;1;1;"	";111;111;-1;15;0,680396557;0,212025404;31,16203365;14770;47208;79693;141671;"	";110;110;-1;18;1,696997166;0,561897039;33,11125385;21520;77607;131255;230382
Release\Instances\Instance-8-0-20-0;1;1;"	";119;119;-1;12;0,747025013;0,282997131;37,8832203;18109;61497;104357;183963;"	";119;119;-1;12;0,747025013;0,282997131;37,8832203;18109;61497;104357;183963
Release\Instances\Instance-8-0-20-1;1;1;"	";119;119;-1;18;1,138870478;0,202171087;17,75189464;14445;45073;76497;136015;"	";119;119;-1;26;4,972998857;0,726243496;14,60373342;29154;112033;190456;331643
Release\Instances\Instance-8-0-20-2;1;1;"	";97;97;-1;12;0,478796244;0,169522047;35,40588492;12750;37600;63890;114240;"	";97;97;-1;15;1,226429939;0,455626011;37,15059428;18225;62196;105745;186166
Release\Instances\Instance-8-0-20-3;1;1;"	";105;105;-1;11;0,564544678;0,202179193;35,81278887;14427;44884;76203;135514;"	";105;105;-1;12;1,248526096;0,444356918;35,59051906;16251;53070;90133;159454
Release\Instances\Instance-8-0-20-4;1;1;"	";119;119;-1;17;1,456274986;0,236644506;16,24998772;16087;52128;88364;156579;"	";119;119;-1;23;5,733349562;0,699536324;12,20118041;27123;102406;173932;303461
Release\Instances\Instance-8-0-20-5;1;1;"	";116;116;-1;20;1,280677795;0,236943007;18,50137539;16100;51956;88019;156075;"	";116;116;-1;29;12,58073139;0,826559544;6,570043647;32665;127519;216620;376804
Release\Instances\Instance-8-0-20-6;1;1;"	";95;95;-1;17;1,662715435;0,28091526;16,89496918;18030;60823;103252;182105;"	";95;95;-1;22;4,436027527;0,753155708;16,97815678;27235;102843;174765;304843
Release\Instances\Instance-8-0-20-7;1;1;"	";93;93;-1;12;0,704064608;0,208410501;29,60104786;14704;46265;78608;139577;"	";93;93;-1;14;1,896105289;0,495805264;26,14861455;18375;62890;106905;188170
Release\Instances\Instance-8-0-20-8;1;1;"	";95;95;-1;12;0,368635893;0,132842541;36,03624696;10862;29070;49243;89175;"	";95;95;-1;16;1,194820881;0,412419796;34,51729063;18091;61137;103786;183014
Release\Instances\Instance-8-0-20-9;1;1;"	";110;110;-1;19;1,534483433;0,320968151;20,91701639;19975;69988;118864;208827;"	";110;110;-1;25;4,989191294;0,88344717;17,70722184;31021;120426;204702;356149
Release\Instances\Instance-8-0-22-0;1;1;"	";117;117;-1;18;3,228913784;0,233540535;7,232789433;15980;51221;87446;154647;"	";117;117;-1;26;16,37657309;0,824206352;5,032837749;31906;124451;212424;368781
Release\Instances\Instance-8-0-22-1;1;1;"	";129;129;-1;11;0,644846678;0,221358538;34,32731303;15583;48925;83257;147765;"	";129;129;-1;12;1,411776781;0,490568399;34,74829775;17557;57862;98509;173928
Release\Instances\Instance-8-0-22-2;1;1;"	";146;146;-1;22;5,295425415;0,343868732;6,493694189;21373;75148;127900;224421;"	";146;146;-1;31;19,09826612;1,117571354;5,85169013;39310;157812;268977;466099
Release\Instances\Instance-8-0-22-3;1;1;"	";89;89;-1;15;0,690957069;0,218355417;31,60187903;15487;48167;82030;145684;"	";89;89;-1;20;2,247487307;0,644503117;28,67660764;25422;93662;159677;278761
Release\Instances\Instance-8-0-22-4;1;1;"	";114;114;-1;15;1,157338858;0,272446632;23,54078329;17695;58556;99786;176037;"	";114;114;-1;19;3,451898813;0,704025507;20,39531125;25662;95200;162327;283189
Release\Instances\Instance-8-0-22-5;1;1;"	";124;124;-1;13;0,823422909;0,225731611;27,41381237;15780;50034;85241;151055;"	";124;124;-1;16;2,366609097;0,581224442;24,55937664;21741;77304;131786;230831
Release\Instances\Instance-8-0-22-6;1;1;"	";117;117;-1;14;0,725974321;0,185125828;25,50032726;13752;40910;69699;124361;"	";117;117;-1;19;2,858997822;0,580051661;20,28863597;23659;86077;146782;256518
Release\Instances\Instance-8-0-22-7;1;1;"	";128;128;-1;19;2,131846428;0,222227097;10,42416065;15633;49161;83698;148492;"	";128;128;-1;28;11,31269145;0,844122171;7,461727168;33552;131537;224289;389378
Release\Instances\Instance-8-0-22-8;1;1;"	";113;113;-1;20;4,332896471;0,31145978;7,188258058;19660;67609;115304;202573;"	";113;113;-1;28;18,0595355;0,978975296;5,420822124;35603;141066;240669;417338
Release\Instances\Instance-8-0-22-9;1;1;"	";120;120;-1;12;0,443420887;0,147804022;33,33267019;11847;32488;55291;99626;"	";120;120;-1;16;1,482664108;0,460649014;31,06900686;19683;67676;115319;202678
Release\Instances\Instance-8-0-24-0;1;1;"	";135;135;-1;23;4,079593897;0,252831221;6,197460508;16877;53753;91885;162515;"	";135;135;-1;36;74,62730002;1,11412096;1,492913397;44734;182882;312786;540402
Release\Instances\Instance-8-0-24-1;1;1;"	";149;149;-1;21;5,36568737;0,288487434;5,376523351;18739;61932;105683;186354;"	";149;149;-1;31;32,09871984;1,049172401;3,268580201;40181;161419;275877;477477
Release\Instances\Instance-8-0-24-2;1;1;"	";150;150;-1;22;13,44973588;0,238791704;1,77543787;16514;51739;88249;156502;"	";148;148;-1;32;111,321825;1,043625116;0,937484735;42222;170850;292013;505085
Release\Instances\Instance-8-0-24-3;1;1;"	";153;153;-1;20;14,77696896;0,37340951;2,526969575;22929;81222;138633;242784;"	";153;153;-1;27;49,0109725;1,087530851;2,21895383;37944;150955;257924;446823
Release\Instances\Instance-8-0-24-4;1;1;"	";142;142;-1;24;14,31390309;0,24215579;1,691752339;16645;52708;90085;159438;"	";142;142;-1;38;200,9751418;1,144446135;0,569446611;46643;191762;327963;566368
Release\Instances\Instance-8-0-24-5;1;1;"	";124;124;-1;26;50,8457849;0,340428591;0,669531587;21188;73503;125728;220419;"	";121;121;-1;37;155,4848106;1,359705925;0,874494377;51218;212979;364326;628523
Release\Instances\Instance-8-0-24-6;1;1;"	";139;139;-1;19;2,6106987;0,291465759;11,16428178;18762;62056;105920;186738;"	";139;139;-1;27;11,71784997;0,967895508;8,26000939;35914;141605;242008;419527
Release\Instances\Instance-8-0-24-7;1;1;"	";132;132;-1;17;2,599572897;0,302247763;11,62682389;19222;64863;111018;195103;"	";132;132;-1;23;9,396606445;0,895271063;9,527599863;32091;124611;213229;369931
Release\Instances\Instance-8-0-24-8;1;1;"	";131;131;-1;20;3,231113911;0,297451735;9,205857261;19019;63528;108601;191148;"	";131;131;-1;29;23,67801952;1,024709225;4,327681307;38320;153105;261842;453267
Release\Instances\Instance-8-0-24-9;1;1;"	";144;144;-1;22;3,11692667;0,24090147;7,728814171;16613;52247;89158;158018;"	";144;144;-1;34;49,15381455;1,050610542;2,137393714;42322;171359;292925;506606
Release\Instances\Instance-8-0-26-0;1;1;"	";138;138;-1;28;13,42498875;0,360902786;2,688291164;22489;78271;134176;234936;"	";138;138;-1;44;191,5625491;1,586833;0,828362855;59241;250113;428736;738090
Release\Instances\Instance-8-0-26-1;1;0;"	";159;159;-1;30;121,8208425;0,359950304;0,295475139;22418;77931;133472;233821;"	";;;;;;;;;;;
Release\Instances\Instance-8-0-26-2;1;0;"	";150;150;-1;29;47,56286216;0,326737642;0,686959589;20558;69927;120029;210514;"	";;;;;;;;;;;
Release\Instances\Instance-8-0-26-3;1;1;"	";153;153;-1;28;27,63871169;0,363919735;1,31670296;22522;78563;134637;235722;"	";153;153;-1;44;259,5091276;1,586899996;0,611500648;59273;250404;429194;738871
Release\Instances\Instance-8-0-26-4;1;0;"	";160;160;-1;34;285,6539721;0,360764742;0,12629432;22419;77940;133549;233908;"	";;;;;;;;;;;
Release\Instances\Instance-8-0-26-5;1;1;"	";160;160;-1;25;14,60268021;0,35997057;2,465099314;22407;77907;133424;233738;"	";160;160;-1;38;118,372323;1,397737265;1,180797359;52266;217501;372707;642474
Release\Instances\Instance-8-0-26-6;1;0;"	";177;177;-1;29;13,77802634;0,358188152;2,599705817;22286;77288;132295;231869;"	";;;;;;;;;;;
Release\Instances\Instance-8-0-26-7;1;1;"	";141;141;-1;28;27,37639904;0,412100077;1,505311477;24834;89236;152930;267000;"	";141;141;-1;43;128,951421;1,647477388;1,277595373;59289;250366;429125;738780
Release\Instances\Instance-8-0-26-8;1;1;"	";145;145;-1;23;8,354902506;0,358351231;4,289113253;22297;77175;132142;231614;"	";145;145;-1;34;43,17243385;1,282757759;2,97124263;47562;195275;334583;577420
