sep=;
Instance; First_solved;solved;;1stOPT;1stSOL-COST;1stMakespan;1stTheoricMakespan;1stRunTime;1stGroundTime;1stGroundPerc;1stAtoms;1stBodies;1stRules;1stTotal;;OPT;SOL-COST;Makespan;TheoricMakespan;RunTime;GroundTime;GroundPerc;Atoms;Bodies;Rules;Total
Instance-20-10-20-0;1;1;"	";-312;268;-1;31;19,00192022;9,605046034;50,54776528;169131;4832736;4871832;9873699;"	";-352;268;-1;31;41,22365117;20,84894753;50,57520849;188693;5536990;5580915;11306598
Instance-20-10-20-1;1;1;"	";-331;289;-1;31;19,05582666;10,0777781;52,88554666;175798;4828105;4869874;9873777;"	";-331;289;-1;31;19,05582666;10,0777781;52,88554666;175798;4828105;4869874;9873777
Instance-20-10-20-2;1;1;"	";-154;246;-1;24;6,574417353;3,741477251;56,90964005;82020;1766780;1785404;3634204;"	";-234;246;-1;24;17,775388;9,636987209;54,21534094;117494;2958202;2984986;6060682
Instance-20-10-20-3;1;1;"	";-376;244;-1;35;21,70755816;11,72562551;54,01632662;181982;5185273;5227825;10595080;"	";-456;244;-1;35;49,20280051;25,58082318;51,9905837;221306;6613733;6666039;13501078
Instance-20-10-20-4;1;1;"	";-198;262;-1;23;9,215666056;5,029404163;54,57450534;105599;2491545;2516090;5113234;"	";-198;262;-1;23;9,215666056;5,029404163;54,57450534;105599;2491545;2516090;5113234
Instance-20-10-20-5;1;1;"	";-205;275;-1;24;9,753300428;5,407296419;55,44068348;112806;2705758;2731963;5550527;"	";-205;275;-1;24;9,753300428;5,407296419;55,44068348;112806;2705758;2731963;5550527
Instance-20-10-20-6;1;1;"	";-191;249;-1;22;8,207788229;4,522720098;55,10278741;97340;2265192;2287196;4649728;"	";-191;249;-1;22;8,207788229;4,522720098;55,10278741;97340;2265192;2287196;4649728
Instance-20-10-20-7;1;1;"	";-276;324;-1;31;18,41036558;9,770273447;53,06941573;170063;4757874;4797756;9725693;"	";-296;324;-1;31;39,83038688;21,10602713;52,98976179;179802;5108032;5150304;10438138
Instance-20-10-20-8;1;1;"	";-251;269;-1;27;13,65402222;7,159475565;52,43491955;134170;3547783;3578577;7260530;"	";-271;269;-1;27;28,25601768;15,10668302;53,46359556;143669;3883756;3916835;7944260
Instance-20-10-20-9;1;1;"	";-305;295;-1;30;18,77977061;9,83816433;52,38703141;171925;4888562;4928524;9989011;"	";-305;295;-1;30;18,77977061;9,83816433;52,38703141;171925;4888562;4928524;9989011
Instance-20-10-22-0;1;1;"	";-374;330;-1;32;27,88860869;14,1866641;50,86902778;211167;6697517;6746903;13655587;"	";-374;330;-1;32;27,88860869;14,1866641;50,86902778;211167;6697517;6746903;13655587
Instance-20-10-22-1;1;1;"	";-277;317;-1;33;17,62163544;9,213169813;52,28328464;155168;4389095;4425382;8969645;"	";-409;317;-1;33;49,17334867;24,76014447;50,35277268;219195;6893551;6945537;14058283
Instance-20-10-22-2;1;1;"	";-219;309;-1;27;13,71791887;6,861954927;50,02183634;126980;3467983;3496830;7091793;"	";-286;308;-1;26;33,08324718;16,77949119;50,71899712;158088;4668912;4705168;9532168
Instance-20-10-22-3;1;1;"	";-244;284;-1;42;12,93268275;6,735658407;52,08245293;128059;3475552;3504690;7108301;"	";-654;270;-1;28;64,26355791;30,56430268;47,56086292;321119;11097272;11174077;22592468
Instance-20-10-22-4;1;1;"	";-276;340;-1;34;19,20708299;9,762294769;50,82653507;164570;4760844;4799322;9724736;"	";-408;340;-1;34;50,86811996;24,8834548;48,917583;228749;7284341;7338564;14851654
Instance-20-10-22-5;1;1;"	";-268;304;-1;29;16,60377431;8,712975025;52,47587002;146585;4231709;4264898;8643192;"	";-334;304;-1;29;38,31532598;19,68131948;51,36670242;178257;5483253;5524070;11185580
Instance-20-10-22-6;1;1;"	";-283;311;-1;30;19,49961257;9,95597434;51,05729309;161660;4855291;4892371;9909322;"	";-349;311;-1;30;44,2158277;22,48430753;50,85126457;193769;6122136;6167081;12482986
Instance-20-10-22-7;1;1;"	";-306;266;-1;28;14,41329956;7,560330391;52,45384902;140825;3855069;3887907;7883801;"	";-350;266;-1;28;32,3129878;17,01211596;52,64791996;161578;4653300;4691132;9506010
