Instance; First_solved;Models; Optimum; Calls;Threads;MIN-Timestep;Min-SUMTIME; ;1stTime(Total); 1stTime(Solving);1stTime(Unsat); 1stCPU Time;1stOptimization;1stSOL-COST; 1st Makespan; ;OPT - Optimization; OPT- Time(Total); OPT-Time(Solving); OPT-Time(Unsat); OPT-CPU Time; OPT-SOL-COST; Last-Makespan ;OPT-Makespan; OPT-Solved;Moved On Goal; Theoric Makespan; 1stRunTime ;Total RunTime; Ground Time; Percent Grounding; Called Extra; Atoms; Bodies; Rules; Total
Instance-8-5-10-8;1;12;1;0;0;9;43;"	";0,47300148;0,039985657;0,000999451;0,46875;-112;-69;-1;"	";-112;0,47300148;0,039985657;0,000999451;0,46875;-69;-1;-1;FALSE;FALSE;14;0;0,635987759;0,384007215;60,37965516;FALSE;13986;159449;204436;377871
Instance-8-5-10-9;1;4;1;0;0;9;52;"	";0,277816772;0,007997513;0,002000809;0,28125;-65;-13;-1;"	";-65;0,277816772;0,007997513;0,002000809;0,28125;-13;-1;-1;FALSE;FALSE;12;0;0,446759701;0,27178359;60,83440155;FALSE;9608;97289;125444;232341
Instance-8-10-10-0;1;5;1;0;0;9;52;"	";0,222305298;0,007997513;0,000999451;0,21875;-56;-4;-1;"	";-56;0,222305298;0,007997513;0,000999451;0,21875;-4;-1;-1;FALSE;FALSE;11;0;0,379253149;0,235267639;62,03445898;FALSE;8651;75596;97763;182010
Instance-8-10-10-1;1;5;1;0;0;9;61;"	";0,204975128;0,008996964;0,001001358;0,1875;-38;23;-1;"	";-38;0,204975128;0,008996964;0,001001358;0,1875;23;-1;-1;FALSE;FALSE;10;0;0,344950438;0,225989103;65,51349954;FALSE;7439;56570;73939;137948
Instance-8-10-10-2;1;2;1;0;0;7;46;"	";0,138954163;0,002998352;0;0,140625;-42;4;-1;"	";-42;0,138954163;0,002998352;0;0,140625;4;-1;-1;FALSE;FALSE;9;0;0,224925756;0,137954473;61,33333757;FALSE;6490;44859;58892;110241
Instance-8-10-10-3;1;7;1;0;0;13;58;"	";0,763284683;0,106964111;0,027990341;0,75;-145;-87;-1;"	";-145;0,763284683;0,106964111;0,027990341;0,75;-87;-1;-1;FALSE;FALSE;20;0;1,141010761;0,681090593;59,69186413;FALSE;19642;236494;304394;560530
Instance-8-10-10-4;1;14;1;0;0;13;47;"	";0,57100296;0,072977066;0,002000809;0,578125;-119;-72;-1;"	";-119;0,57100296;0,072977066;0,002000809;0,578125;-72;-1;-1;FALSE;FALSE;17;0;0,949004173;0,570091248;60,0725754;FALSE;15446;178578;229866;423890
Instance-8-10-10-5;1;3;1;0;0;9;55;"	";0,300922394;0,010995865;0;0,296875;-73;-18;-1;"	";-73;0,300922394;0,010995865;0;0,296875;-18;-1;-1;FALSE;FALSE;11;0;0,45498395;0,291003227;63,95900942;FALSE;10809;105485;136614;252908
Instance-8-10-10-6;1;6;1;0;0;10;48;"	";0,25876236;0,012994766;0,002000809;0,25;-61;-13;-1;"	";-61;0,25876236;0,012994766;0,002000809;0,25;-13;-1;-1;FALSE;FALSE;11;0;0,486783743;0,297845602;61,18643163;FALSE;9046;88090;113597;210733
Instance-8-10-10-7;1;5;1;0;0;11;35;"	";0,390033722;0,022993088;0,004999161;0,390625;-102;-67;-1;"	";-102;0,390033722;0,022993088;0,004999161;0,390625;-67;-1;-1;FALSE;FALSE;14;0;0,658943653;0,424021721;64,34870704;FALSE;12275;132095;170238;314608
Instance-8-10-10-8;1;8;1;0;0;12;53;"	";0,335765839;0,029865265;0,001998901;0,328125;-76;-23;-1;"	";-76;0,335765839;0,029865265;0,001998901;0,328125;-23;-1;-1;FALSE;FALSE;13;0;0,629082441;0,38525176;61,24026601;FALSE;11080;113809;146558;271447
Instance-8-10-10-9;1;11;1;0;0;10;62;"	";0,240301132;0,027990341;0;0,25;-47;15;-1;"	";-47;0,240301132;0,027990341;0;0,25;15;-1;-1;FALSE;FALSE;11;0;0,440233469;0,261914492;59,4944524;FALSE;8737;75599;98467;182803
Instance-8-15-10-0;1;18;1;0;0;12;68;"	";2,025335312;1,071647644;0,20993042;2;-196;-128;-1;"	";-196;2,025335312;1,071647644;0,20993042;2;-128;-1;-1;FALSE;FALSE;28;0;2,363331079;0,879739285;37,22454683;FALSE;27047;315344;411049;753440
Instance-8-15-10-1;1;4;1;0;0;12;64;"	";0,411863327;0,02199173;0,003997803;0,40625;-92;-28;-1;"	";-92;0,411863327;0,02199173;0,003997803;0,40625;-28;-1;-1;FALSE;FALSE;16;0;0,66578126;0,442853928;66,51643032;FALSE;13768;137841;180118;331727
Instance-8-15-10-2;1;9;1;0;0;9;47;"	";0,400867462;0,040987015;0,002998352;0,40625;-97;-50;-1;"	";-97;0,400867462;0,040987015;0,002998352;0,40625;-50;-1;-1;FALSE;FALSE;15;0;0,558816671;0,338888168;60,64389015;FALSE;12881;128303;167213;308397
Instance-8-15-10-3;1;4;1;0;0;8;49;"	";0,26691246;0,014995575;0,006999969;0,265625;-67;-18;-1;"	";-67;0,26691246;0,014995575;0,006999969;0,265625;-18;-1;-1;FALSE;FALSE;12;0;0,389871836;0,249917746;64,10253901;FALSE;9764;88151;115185;213100
Instance-8-15-10-4;1;9;1;0;0;10;54;"	";0,414270401;0,047389984;0,004404068;0,40625;-91;-37;-1;"	";-91;0,414270401;0,047389984;0,004404068;0,40625;-37;-1;-1;FALSE;FALSE;15;0;0,611204624;0,374876022;61,3339637;FALSE;12906;129303;168608;310817
Instance-8-15-10-5;1;3;1;0;0;11;72;"	";0,377876282;0,017993927;0,005998611;0,375;-74;-2;-1;"	";-74;0,377876282;0,017993927;0,005998611;0,375;-2;-1;-1;FALSE;FALSE;15;0;0,835725307;0,564814091;67,58370073;FALSE;12810;130128;169242;312180
Instance-8-15-10-6;1;3;1;0;0;7;40;"	";0,255914688;0,012994766;0,007997513;0,25;-75;-35;-1;"	";-75;0,255914688;0,012994766;0,007997513;0,25;-35;-1;-1;FALSE;FALSE;12;0;0,343886614;0,219927788;63,95357624;FALSE;9646;86561;113085;209292
Instance-8-15-10-7;1;9;1;0;0;9;42;"	";0,232923508;0,009998322;0,002000809;0,234375;-66;-24;-1;"	";-66;0,232923508;0,009998322;0,002000809;0,234375;-24;-1;-1;FALSE;FALSE;11;0;0,392872095;0,253916025;64,63071018;FALSE;8912;79736;103623;192271
Instance-8-15-10-8;1;4;1;0;0;8;46;"	";0,132955551;0,005998611;0,000999451;0,125;-43;3;-1;"	";-43;0,132955551;0,005998611;0,000999451;0,125;3;-1;-1;FALSE;FALSE;9;0;0,236922026;0,150949001;63,71252351;FALSE;6495;43843;57769;108107
Instance-8-15-10-9;1;2;1;0;0;11;55;"	";0,20993042;0,004999161;0;0,21875;-55;0;-1;"	";-55;0,20993042;0,004999161;0;0,21875;0;-1;-1;FALSE;FALSE;11;0;0,21393013;0,141953468;66,35506103;FALSE;8599;72108;94194;174901
Instance-8-20-10-0;1;2;1;0;0;8;47;"	";0,388874054;0,015993118;0,009996414;0,390625;-96;-49;-1;"	";-96;0,388874054;0,015993118;0,009996414;0,390625;-49;-1;-1;FALSE;FALSE;15;0;0,51283145;0,342887402;66,86161738;FALSE;13163;131696;172217;317076
Instance-8-20-10-1;1;7;1;0;0;14;51;"	";0,313896179;0,017993927;0,000999451;0,3125;-89;-38;-1;"	";-89;0,313896179;0,017993927;0,000999451;0,3125;-38;-1;-1;FALSE;FALSE;14;0;0,318894148;0,218928576;68,65242808;FALSE;11483;100493;132483;244459
Instance-8-20-10-2;1;3;1;0;0;11;74;"	";0,222927094;0,006998062;0;0,234375;-36;38;-1;"	";-36;0,222927094;0,006998062;0;0,234375;38;-1;-1;FALSE;FALSE;11;0;0,227926254;0,145952463;64,03495008;FALSE;8484;69458;90969;168911
Instance-8-20-10-3;1;13;1;0;0;12;58;"	";0,487840652;0,059978485;0,003997803;0,484375;-107;-49;-1;"	";-107;0,487840652;0,059978485;0,003997803;0,484375;-49;-1;-1;FALSE;FALSE;17;0;0,767747879;0,475842953;61,97906445;FALSE;14792;143847;189361;348000
Instance-8-20-10-4;1;4;1;0;0;8;54;"	";0,269910812;0,017993927;0,002998352;0,25;-62;-8;-1;"	";-62;0,269910812;0,017993927;0,002998352;0,25;-8;-1;-1;FALSE;FALSE;12;0;0,496837616;0,322893143;64,98967315;FALSE;9302;74834;98664;182800
Instance-8-20-10-5;1;3;1;0;0;8;47;"	";0,242919922;0,00799942;0,003000259;0,21875;-60;-13;-1;"	";-60;0,242919922;0,00799942;0,003000259;0,21875;-13;-1;-1;FALSE;FALSE;11;0;0,378875732;0,247918844;65,43539821;FALSE;8673;72439;95034;176146
Instance-8-20-10-6;1;15;1;0;0;10;64;"	";0,421859741;0,094968796;0,003997803;0,421875;-81;-17;-1;"	";-81;0,421859741;0,094968796;0,003997803;0,421875;-17;-1;-1;FALSE;FALSE;15;0;0,5858078;0,34288764;58,53244696;FALSE;12582;112040;149313;273935
Instance-8-20-10-7;1;3;1;0;0;10;60;"	";0,233922958;0,007997513;0,000999451;0,234375;-49;11;-1;"	";-49;0,233922958;0,007997513;0,000999451;0,234375;11;-1;-1;FALSE;FALSE;11;0;0,4298594;0,285906792;66,51169937;FALSE;8895;77704;102123;188722
Instance-8-20-10-8;1;13;1;0;0;10;57;"	";0,556816101;0,155948639;0,015995026;0,5625;-99;-42;-1;"	";-99;0,556816101;0,155948639;0,015995026;0,5625;-42;-1;-1;FALSE;FALSE;14;0;0,755752325;0,400868654;53,04233159;FALSE;14002;140739;183719;338460
Instance-8-20-10-9;1;18;1;0;0;12;55;"	";0,777748108;0,123962402;0,014995575;0,765625;-155;-100;-1;"	";-155;0,777748108;0,123962402;0,014995575;0,765625;-100;-1;-1;FALSE;FALSE;22;0;1,081648111;0,651786327;60,25862945;FALSE;20685;225815;295140;541640
Instance-8-25-10-0;1;4;1;0;0;11;53;"	";0,251022339;0,007997513;0,000999451;0,25;-66;-13;-1;"	";-66;0,251022339;0,007997513;0,000999451;0,25;-13;-1;-1;FALSE;FALSE;12;0;0,486949444;0,326998711;67,152497;FALSE;9692;83389;109817;202898
Instance-8-25-10-1;1;3;1;0;0;11;57;"	";0,594779968;0,069976807;0,030988693;0,59375;-134;-77;-1;"	";-134;0,594779968;0,069976807;0,030988693;0,59375;-77;-1;-1;FALSE;FALSE;20;0;0,838699102;0,537798643;64,12295442;FALSE;18383;178074;236972;433429
Instance-8-25-10-2;1;45;1;0;0;12;63;"	";1,30497551;0,703807831;0,005998611;1,3125;-156;-93;-1;"	";-156;1,30497551;0,703807831;0,005998611;1,3125;-93;-1;-1;FALSE;FALSE;23;0;1,54184556;0,603081942;39,11428986;FALSE;21130;203134;271116;495380
Instance-8-25-10-3;1;27;1;0;0;9;51;"	";1,697921753;0,755689621;0,032987595;1,6875;-244;-193;-1;"	";-244;1,697921753;0,755689621;0,032987595;1,6875;-193;-1;-1;FALSE;FALSE;24;0;1,974117994;0,875938177;44,37111559;FALSE;29890;309615;410764;750269
Instance-8-25-10-4;1;5;1;0;0;13;60;"	";0,694032669;0,107063293;0,008996964;0,6875;-151;-91;-1;"	";-151;0,694032669;0,107063293;0,008996964;0,6875;-91;-1;-1;FALSE;FALSE;22;0;0,980399132;0,622980595;63,54356858;FALSE;20251;195537;260671;476459
Instance-8-25-10-5;1;9;1;0;0;10;57;"	";0,483060837;0,050012589;0,023990631;0,484375;-115;-58;-1;"	";-115;0,483060837;0,050012589;0,023990631;0,484375;-58;-1;-1;FALSE;FALSE;18;0;1,050007582;0,717679977;68,34998051;FALSE;15878;145279;193752;354909
Instance-8-25-10-6;1;143;1;0;0;12;62;"	";3,777952194;2,862957001;0,02999115;3,765625;-229;-167;-1;"	";-229;3,777952194;2,862957001;0,02999115;3,765625;-167;-1;-1;FALSE;FALSE;31;0;4,029890537;0,849001169;21,06759877;FALSE;29825;302461;403458;735744
Instance-8-25-10-7;1;108;1;0;0;15;74;"	";4,471973419;2,913002014;0,084098816;4,46875;-372;-298;-1;"	";-372;4,471973419;2,913002014;0,084098816;4,46875;-298;-1;-1;FALSE;FALSE;39;0;4,903017282;1,421016932;28,98249893;FALSE;47747;515718;684710;1248175
Instance-8-25-10-8;1;84;1;0;0;13;59;"	";2,663171768;1,681049347;0,014995575;2,671875;-248;-189;-1;"	";-248;2,663171768;1,681049347;0,014995575;2,671875;-189;-1;-1;FALSE;FALSE;26;0;2,990062952;0,940040827;31,43883062;FALSE;31406;324872;432296;788574
Instance-8-25-10-9;1;28;1;0;0;11;68;"	";0,740974426;0,170944214;0,02199173;0,75;-141;-73;-1;"	";-141;0,740974426;0,170944214;0,02199173;0,75;-73;-1;-1;FALSE;FALSE;22;0;0,953816891;0,551006794;57,76861359;FALSE;20196;194334;259107;473637
Instance-8-30-10-0;1;26;1;0;0;12;70;"	";0,863962173;0,195007324;0,004999161;0,875;-168;-98;-1;"	";-168;0,863962173;0,195007324;0,004999161;0,875;-98;-1;-1;FALSE;FALSE;24;0;1,096886158;0,664833784;60,61101047;FALSE;23502;221385;297180;542067
Instance-8-30-10-1;1;92;1;0;0;10;66;"	";2,228973389;1,564966202;0,043987274;2,21875;-169;-103;-1;"	";-169;2,228973389;1,564966202;0,043987274;2,21875;-103;-1;-1;FALSE;FALSE;25;0;2,610972166;0,756971836;28,99195349;FALSE;23570;219989;296112;539671
Instance-8-30-10-2;1;35;1;0;0;20;66;"	";1,802038193;0,57800293;0,085004807;1,796875;-323;-257;-1;"	";-323;1,802038193;0,57800293;0,085004807;1,796875;-257;-1;-1;FALSE;FALSE;41;0;2,299015045;1,321811914;57,49470484;FALSE;40675;392689;530493;963857
Instance-8-30-10-3;1;215;1;0;0;17;77;"	";8,537555695;6,549629211;0,081972122;8,21875;-488;-411;-1;"	";-488;8,537555695;6,549629211;0,081972122;8,21875;-411;-1;-1;FALSE;FALSE;42;0;9,039483309;1,825037479;20,18962165;FALSE;60716;621722;834469;1516907
Instance-8-30-10-4;1;262;1;0;0;21;77;"	";14,28816986;12,15395355;0,05198288;13,5;-519;-442;-1;"	";-519;14,28816986;12,15395355;0,05198288;13,5;-442;-1;-1;FALSE;FALSE;55;0;14,86832643;2,040048122;13,72076496;FALSE;64656;662200;887726;1614582
Instance-8-30-10-5;1;193;1;0;0;15;70;"	";9,215215683;7,397254944;0,44985199;8,921875;-418;-348;-1;"	";-418;9,215215683;7,397254944;0,44985199;8,921875;-348;-1;-1;FALSE;FALSE;47;0;9,673073053;1,679631948;17,36399528;FALSE;53121;534924;719544;1307589
Instance-8-30-10-6;1;150;1;0;0;12;57;"	";4,612485886;3,461862564;0,221927643;4,390625;-273;-216;-1;"	";-273;4,612485886;3,461862564;0,221927643;4,390625;-216;-1;-1;FALSE;FALSE;32;0;5,236279488;1,260585785;24,07407374;FALSE;34808;351255;469514;855577
Instance-8-30-10-7;1;8;1;0;0;13;48;"	";0,48084259;0,031990051;0,013996124;0,453125;-127;-79;-1;"	";-127;0,48084259;0,031990051;0,013996124;0,453125;-79;-1;-1;FALSE;FALSE;18;0;0,748753786;0,53682375;71,69563073;FALSE;15942;141024;189140;346106
Instance-8-30-10-8;1;11;1;0;0;13;56;"	";0,974679947;0,112962723;0,008993149;0,890625;-209;-153;-1;"	";-209;0,974679947;0,112962723;0,008993149;0,890625;-153;-1;-1;FALSE;FALSE;28;0;1,628464222;1,110637188;68,20150992;FALSE;26931;270655;359417;657003
Instance-8-30-10-9;1;126;1;0;0;13;70;"	";2,615140915;1,665452957;0,028993607;2,5625;-195;-125;-1;"	";-195;2,615140915;1,665452957;0,028993607;2,5625;-125;-1;-1;FALSE;FALSE;28;0;2,990018129;0,959686279;32,09633647;FALSE;26889;264726;352769;644384
