Grid Name;Grid Rows;Grid Columns;Num Of Agents;Num Of Obstacles;Instance Id;CBS/(A*/SIC) choosing the first conflict in CBS nodes Success;CBS/(A*/SIC) choosing the first conflict in CBS nodes Runtime;CBS/(A*/SIC) choosing the first conflict in CBS nodes Solution Cost;CBS/(A*/SIC) choosing the first conflict in CBS nodes Expanded (HL);CBS/(A*/SIC) choosing the first conflict in CBS nodes Generated (HL);CBS/(A*/SIC) choosing the first conflict in CBS nodes MDDs Built (HL);CBS/(A*/SIC) choosing the first conflict in CBS nodes Solution Depth;Makespan;EPEA*/SIC Success;EPEA*/SIC Runtime;EPEA*/SIC Solution Cost;EPEA*/SIC Expanded;EPEA*/SIC Generated;EPEA*/SIC Reopened;EPEA*/SIC BPMX boosts;EPEA*/SIC Closed List Hits;EPEA*/SIC Reopened With Old H;EPEA*/SIC H Updated From Other Area;EPEA*/SIC Max expansion delay;EPEA*/SIC Quick Insertions;EPEA*/SIC Quick Insertions Cancelled;EPEA*/SIC Expanded Full States;EPEA*/SIC Solution Depth;Makespan;MA-CBS-Global-64/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Success;MA-CBS-Global-64/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Runtime;MA-CBS-Global-64/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Cost;MA-CBS-Global-64/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Expanded (HL);MA-CBS-Global-64/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Generated (HL);MA-CBS-Global-64/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart MDDs Built (HL);MA-CBS-Global-64/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Depth;Makespan;Greedy HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Success;Greedy HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Runtime;Greedy HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Cost;Greedy HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Expanded (HL);Greedy HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Generated (HL);Greedy HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart MDDs Built (HL);Greedy HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Depth;Makespan;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Success;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Runtime;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Cost;HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Expanded (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Generated (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart MDDs Built (HL);HCBS/(single:A*/SIC multi:EPEA*/SIC) with first fit adoption max expansions: 1 with merge&restart Solution Depth;Makespan;ICTS  Success;ICTS  Runtime;ICTS  Solution Cost;ICTS  Expanded (HL);ICTS  Generated (HL);ICTS  Expanded (LL);ICTS  Generated (LL);ICTS  Passed;ICTS  Solution Depth;Makespan;
;8;8;7;6;3;1;3,60930000000008;45;13;24;0;1;11;1;143,4372;45;1692;1479;0;0;7532;0;0;1483;939;467;1463;1;11;1;2,35059999999976;45;4;5;7;1;11;1;1,48660000000018;45;3;4;7;1;11;1;1,51909999999953;45;3;4;7;1;11;1;7856,5939;45;9;50;82481;82633;7;0;11;
;8;8;7;6;4;1;1,42720000000008;29;2;4;0;0;8;1;1,11220000000139;29;22;43;0;0;28;0;0;15;13;13;22;0;8;1;0,405600000000049;29;1;1;3;0;8;1;0,406899999999951;29;1;1;3;0;8;1;0,425799999999072;29;1;1;3;0;8;1;0,306900000001406;29;2;1;44;70;0;0;8;
;8;8;7;6;5;1;0,743899999999485;43;3;7;0;0;11;1;0,663199999999051;43;10;84;0;0;0;0;0;0;9;26;10;0;11;1;0,645399999999427;43;1;1;7;0;11;1;0,676699999999983;43;1;1;7;0;11;1;0,563500000000204;43;1;1;7;0;11;1;0,708999999998923;43;2;1;10;83;0;0;11;
;8;8;7;6;6;1;2,61360000000059;43;11;23;0;2;11;1;32,4319999999989;43;423;373;0;0;1578;0;0;380;345;15;361;2;11;1;1,17609999999877;43;4;7;8;2;11;1;0,988699999999881;43;3;5;8;2;11;1;1,01909999999953;43;3;5;8;2;11;1;246,3122;43;23;148;16148;16186;21;0;11;
;8;8;7;6;7;1;0,641799999999421;37;4;7;0;2;11;1;7,13270000000011;37;121;149;0;0;0;0;0;109;87;45;103;2;11;1;0,786600000001272;37;4;6;6;2;11;1;0,71769999999924;37;3;5;6;2;11;1;0,843600000000151;37;3;5;6;2;11;1;20,8225999999995;37;28;183;1040;1106;26;0;11;
;8;8;7;6;8;1;0,511999999998807;35;2;5;0;0;9;1;0,599299999999857;35;8;47;0;0;0;0;0;0;7;7;8;0;9;1;0,365899999998874;35;1;1;4;0;9;1;0,365099999999075;35;1;1;4;0;9;1;0,632200000000012;35;1;1;4;0;9;1;0,276799999999639;35;2;1;8;46;0;0;9;
;8;8;7;6;9;1;0,612299999997049;28;1;3;0;0;6;1;0,282199999997829;28;5;17;0;0;0;0;0;0;4;8;5;0;6;1;2,2471000000005;28;1;1;2;0;6;1;0,178599999999278;28;1;1;2;0;6;1;0,27980000000025;28;1;1;2;0;6;1;0,123500000001513;28;2;1;5;16;0;0;6;
;8;8;8;6;0;1;0,482199999998556;38;3;7;0;2;8;1;1,58539999999994;38;11;51;0;0;0;0;0;2;6;8;9;2;8;1;0,532199999997829;38;3;7;4;2;8;1;0,578300000001036;38;2;5;4;2;8;1;1,55040000000008;38;2;5;4;2;8;1;1,02249999999913;38;11;73;16;32;9;0;8;
;8;8;8;6;1;1;1,52030000000013;40;5;6;0;2;13;1;44,9543999999987;40;558;482;0;0;2275;0;0;518;447;28;481;2;11;1;2,16480000000229;40;4;5;9;2;13;1;2,14860000000044;40;4;5;10;2;11;1;2,78429999999935;40;4;5;10;2;11;1;690,841499999999;40;37;281;38439;38429;35;0;13;
;8;8;8;6;2;1;0,261399999999412;40;1;2;0;0;9;1;0,746299999998882;40;8;68;0;0;0;0;0;0;7;28;8;0;9;1;0,251500000002125;40;1;1;2;0;9;1;0,29149999999936;40;1;1;2;0;9;1;0,256000000001222;40;1;1;2;0;9;1;0,291500000002998;40;2;1;8;67;0;0;9;
;8;8;8;6;3;1;0,729100000000471;38;4;6;0;0;9;1;2,64340000000084;38;41;116;0;0;41;0;0;33;25;26;41;0;9;1;0,738800000002811;38;3;3;8;0;9;1;1,17879999999786;38;3;3;8;0;9;1;0,84150000000227;38;3;3;8;0;9;1;1,05889999999999;38;2;1;121;213;0;0;9;
;8;8;8;6;4;1;32,3798999999999;44;174;280;0;4;10;1;745,210600000002;44;3942;3011;0;0;24886;0;0;3778;2801;197;3006;4;10;1;3,11769999999888;44;11;16;17;4;11;1;2,58920000000217;44;9;12;17;4;11;1;2,60429999999906;44;9;12;17;4;11;1;1805,2401;44;193;1529;117402;117353;191;0;10;
;8;8;8;6;5;1;10,0969000000005;48;53;107;0;3;9;1;356,913;48;2216;1940;0;0;14086;0;0;1827;1463;460;1917;3;9;1;2,16960000000108;48;11;18;14;3;9;1;1,71069999999963;48;7;13;14;3;9;1;1,63420000000042;48;7;13;14;3;9;1;3113,1646;48;58;449;84801;84910;56;0;9;
;8;8;8;6;6;1;0,220700000001671;38;1;3;0;0;9;1;0,497800000001007;38;8;28;0;0;0;0;0;0;7;4;8;0;9;1;0,209899999998015;38;1;1;2;0;9;1;0,208099999999831;38;1;1;2;0;9;1;0,206600000001345;38;1;1;2;0;9;1;0,142200000002049;38;2;1;8;27;0;0;9;
;8;8;8;6;7;1;0,360499999998865;60;1;3;0;0;11;1;1,31139999999868;60;15;126;0;0;1;0;0;5;12;81;15;0;11;1;0,414700000001176;60;1;1;2;0;11;1;0,598999999998341;60;1;1;2;0;11;1;0,426199999998062;60;1;1;2;0;11;1;0,485799999998562;60;2;1;16;126;0;0;11;
;8;8;8;6;8;1;1,83360000000175;40;7;14;0;1;10;1;1,12090000000171;40;26;28;0;0;1;0;0;12;11;4;25;1;10;1;1,20770000000266;40;3;4;7;1;10;1;0,758299999997689;40;2;3;6;1;10;1;0,787599999999657;40;2;3;6;1;10;1;1,9398000000001;40;10;65;203;213;8;0;10;
;8;8;8;6;9;1;22,4326000000001;41;72;123;0;4;11;1;299,329399999999;41;2827;2200;0;0;14874;0;0;2384;1771;346;2194;4;11;1;7,48170000000027;41;21;33;20;4;11;1;5,61509999999907;41;15;23;20;4;11;1;6,0612000000001;41;15;23;20;4;11;1;2955,644;41;290;2305;160418;160174;288;0;11;
;8;8;9;6;0;1;0,488499999999476;42;3;6;0;1;9;1;1,32609999999841;42;9;63;0;0;0;0;0;0;7;7;8;1;9;1;0,543900000000576;42;3;4;7;1;9;1;0,682199999999284;42;3;5;7;1;9;1;0,555700000000797;42;3;5;7;1;9;1;0,54149999999936;42;4;19;10;30;2;0;9;
;8;8;9;6;1;1;3714,9631;71;7837;11289;0;8;13;0;300002,1512;-2;345764;229455;0;0;6145767;0;0;344002;192637;30524;228285;7;-1;1;109,663499999966;71;161;200;165;8;13;1;95,0986999999732;71;141;176;165;8;13;1;97,0303999999887;71;141;176;165;8;13;0;300000,565;-2;2569;23113;3169064;3166577;2568;0;-1;
;8;8;9;6;2;1;10,5953000000445;51;41;79;0;3;11;1;79,3810000000522;51;1041;904;0;0;2214;0;0;941;840;55;878;3;11;1;3,43460000003688;51;12;19;17;3;11;1;2,74089999997523;51;6;10;15;3;11;1;2,20219999994151;51;6;10;15;3;11;1;816,501199999941;51;132;1171;45406;45383;130;0;11;
;8;8;9;6;3;1;6,77249999996275;44;23;37;0;2;12;1;473,407699999982;44;2954;2536;0;0;27293;0;0;2942;2249;274;2535;2;12;1;1,5908000000054;44;3;3;8;2;12;1;1,58360000001267;44;3;3;8;2;12;1;1,63500000000931;44;3;3;8;2;12;1;3688,46010000003;44;12;91;65664;65787;10;0;12;
;8;8;9;6;4;1;1,8070000000298;55;8;12;0;2;13;1;463,333700000076;55;2144;1939;0;0;16251;0;0;2032;1484;418;1849;2;13;1;0,92070000001695;55;3;3;7;2;13;1;0,940599999972619;55;3;3;7;2;13;1;0,950799999991432;55;3;3;7;2;13;1;20940,2383;55;54;469;346094;346232;52;0;13;
;8;8;9;6;5;1;0,574000000022352;52;2;5;0;0;11;1;8,85570000007283;52;58;209;0;0;60;0;0;47;52;60;58;0;11;1;0,736299999989569;52;1;1;5;0;11;1;0,748700000112876;52;1;1;5;0;11;1;0,782399999909103;52;1;1;5;0;11;1;3,29760000004899;52;2;1;202;341;0;0;11;
;8;8;9;6;6;1;4,19679999991786;50;21;34;0;2;11;1;64,3516000000527;50;694;626;0;0;1274;0;0;649;520;73;595;2;11;1;2,61199999996461;50;9;12;15;2;11;1;2,24020000000019;50;7;10;15;2;11;1;2,24650000000838;50;7;10;15;2;11;1;20,0698999998858;50;12;91;1159;1259;10;0;11;
;8;8;9;6;7;1;0,959499999997206;68;3;7;0;0;13;1;8,57650000008289;68;135;237;0;0;130;0;0;109;66;138;135;0;13;1;1,0348000000231;68;1;1;4;0;13;1;1,02520000003278;68;1;1;4;0;13;1;1,03150000004098;68;1;1;4;0;13;1;2,53560000006109;68;2;1;214;330;0;0;13;
;8;8;9;6;8;1;3,08220000006258;53;22;39;0;3;11;1;154,708900000085;53;688;690;0;0;4002;0;0;677;114;95;685;3;11;1;1,98139999993145;53;8;15;15;3;11;1;1,35679999995045;53;5;9;12;3;11;1;1,33239999995567;53;5;9;12;3;11;1;2319,19570000004;53;188;1675;46029;46032;186;0;11;
;8;8;9;6;9;1;2,33649999997579;46;15;28;0;3;11;1;4,40590000001248;46;36;61;0;0;18;0;0;15;18;18;33;3;11;1;2,75359999993816;46;12;21;16;3;11;1;2,79099999996834;46;9;16;18;3;11;1;2,40989999996964;46;9;16;18;3;11;1;49,9340999999549;46;151;1342;182;50;149;0;11;
;8;8;10;6;0;1;22,6715000000549;57;97;164;0;2;10;1;719,894500000053;57;3164;2911;0;0;17109;0;0;2749;1399;1447;2909;2;10;1;7,32540000008885;57;23;39;30;2;10;1;6,64809999999125;57;18;32;30;2;10;1;6,4989999999525;57;18;32;30;2;10;1;3838,97340000002;57;17;151;80348;80520;15;0;10;
;8;8;10;6;1;1;170,253400000045;59;724;1226;0;3;12;1;16191,039;59;21510;18460;0;0;408208;0;0;21014;8705;9466;18458;3;12;1;22,484999999986;59;80;128;103;3;12;1;18,8660999999847;59;58;104;103;3;12;1;18,1541999999899;59;58;104;103;3;12;1;105082,107;59;76;741;900126;901399;74;0;12;
;8;8;10;6;2;1;70,8643999999622;52;290;547;0;6;11;1;4128,89350000001;52;24299;17984;0;0;70976;0;0;23092;6799;11120;17962;6;11;1;20,9761999999173;52;68;118;82;6;11;1;11,1520999999484;52;32;62;75;6;11;1;11,7511999999406;52;32;62;75;6;11;1;181754,0474;52;7946;79441;2380374;2372599;7944;0;11;
;8;8;10;6;3;1;1,55130000005011;56;7;14;0;0;10;1;2,02269999997225;56;13;74;0;0;0;0;0;4;12;25;13;0;10;1;1,55139999999665;56;2;3;8;0;10;1;1,5625;56;2;3;8;0;10;1;1,56070000003092;56;2;3;8;0;10;1;0,609899999923073;56;2;1;24;87;0;0;10;
;8;8;10;6;4;1;0,304799999925308;58;1;3;0;0;11;1;1,7164000000339;58;11;72;0;0;0;0;0;1;10;45;11;0;11;1;0,530299999983981;58;1;1;3;0;11;1;0,688800000003539;58;1;1;3;0;11;1;0,476099999970756;58;1;1;3;0;11;1;0,378499999991618;58;2;1;11;67;0;0;11;
;8;8;10;6;5;1;7,24320000002626;55;40;68;0;3;11;1;238,303399999975;55;1844;1338;0;0;2584;0;0;1834;1266;55;1298;3;11;1;2,3365000000922;55;9;13;16;3;11;1;3,36230000003707;55;8;12;17;3;11;1;2,20909999997821;55;8;12;17;3;11;1;134,506999999983;55;71;691;4220;4239;69;0;11;
;8;8;10;6;6;1;0,753000000026077;56;4;8;0;0;10;1;2,58189999999013;56;15;178;0;0;0;0;0;6;14;99;15;0;10;1;0,946799999917857;56;1;1;8;0;10;1;1,36640000005718;56;1;1;8;0;10;1;0,898700000019744;56;1;1;8;0;10;1;1,0052999999607;56;2;1;10;173;0;0;10;
;8;8;10;6;7;1;2,76599999994505;54;12;15;0;2;13;1;291,760200000019;54;1595;1406;0;0;10194;0;0;1580;1262;95;1405;2;13;1;2,04440000001341;54;4;5;11;2;13;1;2,08559999999125;54;4;5;11;2;13;1;2,11300000001211;54;4;5;11;2;13;1;6086,62009999994;54;32;301;113395;113475;30;0;13;
;8;8;10;6;8;1;54,3904999999795;48;204;260;0;3;10;1;331,595299999928;48;1924;1634;0;0;9176;0;0;1865;997;572;1617;3;10;1;7,53330000001006;48;20;24;27;3;10;1;6,76890000002459;48;14;18;25;3;10;1;5,69490000000224;48;14;18;25;3;10;1;6231,88560000004;48;200;1981;120693;120600;198;0;10;
;8;8;10;6;9;1;131,185100000002;60;321;468;0;4;10;1;19081,9793;60;46601;37372;0;0;425379;0;0;46444;25703;7978;37370;4;10;1;8,91870000003837;60;6;7;12;4;10;1;5,7607999999309;60;5;6;11;4;10;1;6,90629999991506;60;5;6;11;4;10;0;300000,4641;-2;490;4891;4747387;4747154;489;0;-1;
;8;8;11;6;0;1;2,4714999999851;59;12;24;0;2;10;1;320,602200000081;59;1953;1582;0;0;6395;0;0;1788;1437;16;1572;2;10;1;1,71940000005998;59;6;10;13;2;10;1;1,84320000000298;59;6;11;15;2;10;1;2,16360000008717;59;6;11;15;2;10;1;1126,28260000004;59;18;177;47779;48159;16;0;10;
;8;8;11;6;1;1;935,221000000136;73;1963;2738;0;10;14;0;300004,9019;-2;146738;100901;0;0;3391241;0;0;146725;73297;10776;100901;5;-1;1;44,5800999999046;73;37;45;43;10;14;1;32,498799999943;73;29;36;43;10;14;1;33,8666999998968;73;28;35;42;10;14;0;300000,3168;-2;1821;20021;4544238;4542559;1820;0;-1;
;8;8;11;6;2;1;35049,1982;65;60145;86239;0;5;12;0;300019,3076;-2;236178;187689;0;0;6503008;0;0;236164;135154;35790;187689;3;-1;1;35,3309999997728;65;34;39;40;5;12;1;30,0558999995701;65;29;34;40;5;12;1;28,9570000004023;65;29;34;40;5;12;0;300001,9757;-2;42;452;1270479;1270529;41;0;-1;
;8;8;11;6;3;1;31,6328999996185;59;155;221;0;6;11;1;84207,1679999996;59;101902;76382;0;0;1893559;0;0;96154;29847;37135;76376;6;12;1;11,4906999999657;59;40;69;43;6;11;1;8,59910000022501;59;25;48;43;6;11;1;8,90360000031069;59;25;48;43;6;11;0;300000,5205;-2;3922;43132;7681132;7677314;3921;0;-1;
;8;8;11;6;4;1;220766,8292;72;372361;534394;0;9;12;0;300001,7594;-2;240511;184576;0;0;4677599;0;0;240406;101768;34281;184576;4;-1;1;4338,06149999984;72;376;428;379;9;12;1;2050,92950000009;72;404;463;410;9;12;1;2026,82500000019;72;404;463;410;9;12;0;300000,8409;-2;367;4027;2899871;2899621;366;0;-1;
;8;8;11;6;5;1;2,51240000035614;60;7;15;0;1;10;1;119,290899999905;60;409;425;0;0;9;0;0;384;20;20;408;1;10;1;1,76640000008047;60;4;7;9;1;10;1;1,63329999987036;60;4;7;9;1;10;1;1,67900000000373;60;4;7;9;1;10;1;1567,22250000015;60;12;111;14672;15251;10;0;10;
;8;8;11;6;6;1;10,8603000002913;55;43;70;0;2;9;1;84,2278999998234;55;545;506;0;0;1279;0;0;532;321;176;500;2;9;1;4,99019999988377;55;6;8;15;2;9;1;4,23369999974966;55;5;6;15;2;9;1;4,13180000009015;55;5;6;15;2;9;1;242,036100000143;55;25;254;11083;11128;23;0;9;
;8;8;11;6;7;1;48,2387999999337;62;195;372;0;3;9;1;5069,65500000026;62;11844;10081;0;0;132406;0;0;11544;5877;2697;10072;3;9;1;14,1130000003614;62;38;70;46;3;9;1;10,9472999996506;62;27;50;44;3;9;1;10,5712000001222;62;27;50;44;3;9;1;214928,3676;62;304;3323;3229075;3229003;302;0;9;
;8;8;11;6;8;1;195,766099999659;66;682;1150;0;4;10;1;64125,8260000004;66;68580;57265;0;0;1770858;0;0;66839;36956;20108;57256;4;9;1;12,9514000001363;66;33;53;49;4;9;1;10,2516999999061;66;22;37;49;4;10;1;9,6933000003919;66;22;37;49;4;10;0;300000,7286;-2;261;2861;1378936;1380045;260;0;-1;
;8;8;11;6;9;1;124599,652600001;57;230464;390528;0;9;9;0;300002,867400001;-2;199577;161124;0;0;3682070;0;0;197477;67057;41212;148608;4;-1;1;122,132699999958;57;195;343;216;9;10;1;116,661600000225;57;170;315;261;9;8;1;117,526200000197;57;170;315;261;9;8;0;300000,1223;-2;510;5600;8265328;8265463;509;0;-1;
;8;8;12;6;0;1;2,52259999979287;68;10;20;0;1;10;1;87,6882999995723;68;537;547;0;0;2544;0;0;528;487;11;535;1;10;1;2,03079999983311;68;7;15;14;1;10;1;1,67839999962598;68;5;11;14;1;10;1;1,76279999967664;68;5;11;14;1;10;1;99,7510000001639;68;3;13;3091;3254;1;0;10;
;8;8;12;6;1;1;1314,91449999996;49;3867;5903;0;4;10;1;30477,3373999996;49;47755;38088;0;0;816076;0;0;47566;20390;9259;38085;4;10;1;9,36649999953806;49;10;11;16;4;10;1;8,1738999998197;49;9;10;16;4;10;1;8,21239999961108;49;9;10;16;4;10;0;300000,328;-2;380;4549;2884136;2883802;379;0;-1;
;8;8;12;6;2;1;41,9923999998719;52;191;324;0;7;10;1;34127,5323999999;52;64101;44422;0;0;138150;0;0;58960;14221;1505;44418;7;9;1;14,2951999995857;52;57;98;64;7;9;1;9,42279999982566;52;38;66;62;7;10;1;9,47770000062883;52;37;65;61;7;10;1;279012,5855;52;35956;431449;4970142;4934242;35954;0;9;
;8;8;12;6;3;1;23,3714000005275;48;102;175;0;4;10;1;15801,5684000002;48;20697;16342;0;0;60189;0;0;19989;4990;11287;16336;4;10;1;3,00510000064969;48;14;21;18;4;10;1;1,50950000062585;48;7;10;14;4;10;1;1,83770000003278;48;7;10;14;4;10;1;131315,7925;48;1819;21805;2448978;2447678;1817;0;10;
;8;8;12;6;4;1;12,8935000002384;66;62;105;0;2;10;1;1187,1222000001;66;6225;5091;0;0;33382;0;0;6124;1704;3002;4936;2;10;1;14,8313000006601;66;44;65;52;2;10;1;12,2406000001356;66;30;48;49;2;10;1;11,5635000001639;66;30;48;49;2;10;1;26059,9730999991;66;66;769;648170;649178;64;0;10;
;8;8;12;6;5;1;7,06010000035167;63;33;63;0;2;11;1;87,6003999998793;63;347;276;0;0;1284;0;0;310;200;11;268;2;11;1;5,98489999957383;63;16;20;21;2;11;1;3,29930000007153;63;11;15;17;2;11;1;3,30300000030547;63;11;15;17;2;11;1;727,985000000335;63;55;637;25906;25983;53;0;11;
;8;8;12;6;6;1;2,55939999967813;52;12;20;0;2;10;1;274,438599999994;52;1717;1466;0;0;2714;0;0;1685;1274;71;1455;2;9;1;2,05800000019372;52;5;9;11;2;9;1;1,70970000047237;52;4;8;11;2;10;1;1,71129999961704;52;4;8;11;2;10;1;1859,43779999949;52;74;865;68378;68704;72;0;10;
;8;8;12;6;7;1;67499,1385000004;85;135613;218946;0;7;12;0;300002,1092;-2;335872;270522;0;0;6026425;0;0;334520;206666;41112;270522;4;-1;1;251,909500000067;85;189;230;221;7;12;1;244,381299999543;85;175;216;237;7;12;1;233,11989999935;85;175;216;237;7;12;0;300000,172300001;-2;101;1201;1464544;1464803;100;0;-1;
;8;8;12;6;8;1;71,4333999995142;59;322;564;0;6;12;1;2222,2463000007;59;9608;7416;0;0;4129;0;0;7431;3528;3861;7413;6;12;1;45,913700000383;59;135;225;148;6;12;1;33,3183000003919;59;96;161;154;6;12;1;33,7434999998659;59;96;161;154;6;12;1;10448,7209999999;59;7290;87457;110215;102986;7288;0;12;
;8;8;12;6;9;1;1,5715999994427;60;5;8;0;0;14;1;5,22450000047684;60;23;90;0;0;1;0;0;5;20;61;23;0;14;1;1,27639999985695;60;1;1;9;0;14;1;1,23419999983162;60;1;1;9;0;14;1;1,30709999985993;60;1;1;9;0;14;1;0,894199999980628;60;2;1;22;92;0;0;14;
;8;8;13;6;0;1;307,032500000671;97;945;1801;0;5;13;1;28498,9276999999;97;50144;42053;0;0;173157;0;0;41982;33999;7925;42041;5;14;1;56,9281999999657;97;105;188;115;5;13;1;47,1654000002891;97;71;128;115;5;14;1;43,2001000000164;97;71;128;115;5;14;0;300000,4051;-2;3723;48387;1254215;1251093;3722;0;-1;
;8;8;13;6;1;1;4490,98900000006;86;12025;21852;0;4;12;0;300002,3537;-2;329059;249827;0;0;3701161;0;0;328464;141190;94259;249827;4;-1;1;31,1417000005022;86;42;55;57;4;12;1;27,8405999997631;86;37;49;62;4;12;1;29,1726000001654;86;37;49;62;4;12;0;300000,112;-2;176;2276;1594389;1594676;175;0;-1;
;8;8;13;6;2;1;5,81030000001192;72;26;46;0;1;11;1;17,1488999994472;72;63;140;0;0;9;0;0;27;49;86;58;1;11;1;2,72259999997914;72;7;13;18;1;11;1;2,73999999929219;72;6;12;18;1;11;1;2,63640000019223;72;6;12;18;1;11;1;22,3706000000238;72;13;144;142;192;11;0;11;
;8;8;13;6;3;0;300008,1534;-2;646820;1031354;0;11;-1;0;300029,898200001;-2;205555;166232;0;0;3814048;0;0;205444;121768;21888;166232;4;-1;1;187321,9129;90;645;880;604;16;14;1;131211,3314;90;678;954;835;16;14;1;132440,741400002;90;678;954;834;16;14;0;300000,925799999;-2;1007;13079;2678464;2677748;1006;0;-1;
;8;8;13;6;4;1;6854,64969999902;85;19994;33075;0;5;11;0;300087,642800001;-2;229852;182803;0;0;6334057;0;0;221517;141403;38367;180549;3;-1;1;119,716099999845;85;193;316;223;5;11;1;94,3782999999821;85;144;236;219;5;11;1;90,2583000008017;85;144;236;219;5;11;0;300000,390400002;-2;32;404;1887959;1888372;31;0;-1;
;8;8;13;6;5;1;245,455399999395;56;791;1311;0;3;12;1;2419,60749999993;56;6760;5668;0;0;18491;0;0;6633;2177;1758;5646;3;12;1;53,8444999996573;56;124;187;126;3;12;1;38,0359000004828;56;71;117;110;3;12;1;36,0233999993652;56;71;117;110;3;12;1;16431,8513999991;56;240;3095;222739;222734;238;0;12;
;8;8;13;6;6;1;23,5898000001907;58;86;117;0;6;14;1;287859,1656;58;216013;152191;0;0;3789921;0;0;214255;73499;6735;152131;6;14;1;12,9672999996692;58;36;46;53;6;14;1;11,6494000013918;58;31;40;57;6;14;1;11,7765000015497;58;31;40;57;6;14;0;300000,2837;-2;2017;26209;3280130;3278157;2016;0;-1;
;8;8;13;6;7;1;3,930300001055;71;10;12;0;2;12;1;37644,6890000012;71;42277;38841;0;0;457696;0;0;40349;34048;4600;38795;2;12;1;1,96880000084639;71;3;3;11;2;12;1;2,09589999914169;71;3;3;11;2;12;1;1,83049999922514;71;3;3;11;2;12;0;300008,182899999;-2;27;339;2096449;2096948;26;0;-1;
;8;8;13;6;8;1;17020,3563000001;64;44799;71819;0;6;11;0;300039,0617;-2;356198;278631;0;0;3722877;0;0;354773;170537;47912;278631;4;-1;1;160,208699999377;64;248;306;247;6;11;1;120,280799999833;64;192;249;239;6;11;1;117,519600000232;64;192;249;239;6;11;0;300000,128;-2;725;9413;5112811;5112264;724;0;-1;
;8;8;13;6;9;1;23,0954999998212;83;84;131;0;3;12;1;1934,53380000032;83;8038;7200;0;0;39846;0;0;7796;5925;1162;7158;3;12;1;6,90500000119209;83;11;15;20;3;12;1;4,74709999933839;83;7;10;19;3;12;1;4,52089999988675;83;7;10;19;3;12;1;50479,5979999993;83;314;4057;936613;936676;312;0;12;
;8;8;14;6;0;1;27,2198000010103;69;94;168;0;4;12;1;5761,00579999946;69;6816;5918;0;0;326;0;0;6482;1697;1142;5887;4;12;1;10,4360000006855;69;26;37;38;4;12;1;5,41600000113249;69;14;21;29;4;12;1;6,07679999992251;69;14;21;29;4;12;1;5703,79349999875;69;786;10977;53085;52918;784;0;12;
;8;8;14;6;1;0;300006,4268;-2;577142;956279;0;15;-1;0;300031,738;-2;451339;268359;0;0;3068893;0;0;446590;44179;26052;268359;6;-1;0;300003,240900001;-2;550;895;621;16;-1;0;300002,060600001;-2;543;927;857;16;-1;0;300001,486299999;-2;528;907;823;16;-1;0;300000,477;-2;4120;57667;3195279;3192036;4119;0;-1;
;8;8;14;6;2;1;41277,5011999998;91;98825;174752;0;8;14;0;300050,9035;-2;278047;191199;0;0;3599880;0;0;277955;157999;33167;188104;4;-1;1;127,611399998888;91;168;239;187;8;14;1;100,321599999443;91;140;213;199;8;14;1;106,960100000724;91;140;213;199;8;14;0;300001,7796;-2;282;3935;2220778;2220642;281;0;-1;
;8;8;14;6;3;1;7,51579999923706;59;13;22;0;3;10;1;194,696399999782;59;844;847;0;0;1037;0;0;809;490;116;759;3;10;1;3,19209999963641;59;11;20;19;3;10;1;2,34369999915361;59;7;13;19;3;10;1;2,3500999994576;59;7;13;19;3;10;1;375,482699999586;59;232;3221;5462;5460;230;0;10;
