sep=;
Instance;solved;groundtime;runtime;solcost;numexecs;windowsize
den520d-10-0;1;27.518987894058228;50.486470222473145;1956;22;16
den520d-10-1;1;28.448683738708496;50.80636477470398;1617;22;16
den520d-10-2;1;23.73122215270996;42.893956661224365;1615;19;16
den520d-10-3;1;23.412334203720093;41.36045837402344;1418;19;16
den520d-10-4;1;18.59391140937805;33.79093551635742;1234;15;16
den520d-10-5;1;22.10876154899597;39.410096883773804;1066;16;16
den520d-10-6;1;16.867477655410767;30.16212487220764;1148;13;16
den520d-10-7;1;26.803223848342896;47.555434703826904;1100;20;16
den520d-10-8;1;19.92447590827942;35.58634924888611;1351;16;16
den520d-10-9;1;27.816887617111206;49.59276270866394;1316;22;16
den520d-20-0;1;42.06222629547119;74.1097354888916;2857;19;16
den520d-20-1;1;44.76933836936951;79.63292789459229;2845;20;16
den520d-20-2;1;36.71097683906555;65.36160039901733;2738;16;16
den520d-20-3;1;40.42276310920715;71.92445158958435;2886;18;16
den520d-20-4;1;32.2004554271698;57.206270933151245;2128;14;16
den520d-20-5;1;39.578041076660156;70.67086148262024;2662;18;16
den520d-20-6;1;49.8886661529541;88.34707498550415;3117;22;16
den520d-20-7;1;32.50035858154297;58.9337043762207;2405;14;16
den520d-20-8;1;46.89564323425293;83.15077614784241;2876;21;16
den520d-20-9;1;44.40945816040039;78.15841031074524;2188;20;16
den520d-30-0;1;57.05031991004944;104.17789149284363;4330;18;16
den520d-30-1;1;54.86704683303833;99.33847570419312;3517;17;16
den520d-30-2;1;67.84578466415405;125.01007127761841;4703;22;16
den520d-30-3;1;68.45159220695496;123.77947330474854;4444;22;16
den520d-30-4;1;76.16506290435791;134.55194640159607;3825;23;16
den520d-30-5;1;64.24596214294434;117.66747450828552;4466;19;16
den520d-30-6;1;55.761744260787964;100.63705086708069;3264;17;16
den520d-30-7;1;76.12507581710815;137.05512714385986;4853;23;16
den520d-30-8;1;71.42561173439026;128.4749367237091;4315;22;16
den520d-30-9;1;60.34924125671387;109.07028937339783;4227;19;16
den520d-40-0;1;96.28647351264954;178.58853697776794;5699;24;16
den520d-40-1;1;94.6839988231659;178.1366765499115;5449;22;16
den520d-40-2;1;77.25670385360718;141.6556212902069;5071;19;16
den520d-40-3;1;86.44669485092163;162.81869196891785;6449;21;16
den520d-40-4;1;85.17011404037476;156.13687992095947;5162;20;16
den520d-40-5;1;83.39069437980652;156.05890536308289;6056;21;16
den520d-40-6;1;75.25135898590088;140.76391315460205;4634;18;16
den520d-40-7;1;75.81317496299744;141.68661069869995;4926;19;16
den520d-40-8;1;96.34145331382751;178.3616030216217;5538;24;16
den520d-40-9;1;103.04326009750366;186.992778301239;5860;24;16
den520d-50-0;1;98.23883152008057;189.10508561134338;6266;20;16
den520d-50-1;1;104.48678970336914;200.25643467903137;6951;21;16
den520d-50-2;1;124.50123429298401;236.5015685558319;7544;25;16
den520d-50-3;1;101.19486665725708;192.99881100654602;7003;20;16
den520d-50-4;1;110.93767666816711;213.07123923301697;6603;21;16
den520d-50-5;1;92.40074491500854;177.47589325904846;6052;18;16
