sep=;
Instance;solved;groundtime;runtime;solcost;numexecs;windowsize
den520d-50-6;1;95.3957622051239;188.60025143623352;7374;19;16
den520d-50-7;1;114.12363171577454;219.42515921592712;6472;22;16
den520d-50-8;1;108.38051199913025;205.7806258201599;6319;22;16
den520d-50-9;1;121.46322870254517;228.9490406513214;6496;24;16
den520d-60-0;1;133.33034706115723;262.2741298675537;8049;22;16
den520d-60-1;1;139.92218780517578;272.21387481689453;8107;24;16
den520d-60-2;1;106.63108777999878;213.5790729522705;7873;18;16
den520d-60-3;1;129.40662908554077;255.80824637413025;8243;22;16
den520d-60-4;1;141.87754559516907;281.7817425727844;8387;24;16
den520d-60-5;1;140.1261215209961;268.7420117855072;7010;24;16
den520d-60-6;1;131.99278378486633;268.8129885196686;9621;22;16
den520d-60-7;1;126.14369797706604;247.6089310646057;7782;21;16
den520d-60-8;1;157.2095284461975;305.6159391403198;8056;26;16
den520d-60-9;1;131.1670515537262;255.34539818763733;7237;22;16
den520d-70-0;1;121.71115183830261;257.1917932033539;9791;17;16
den520d-70-1;1;135.96148324012756;276.5224640369415;9135;20;16
den520d-70-2;1;167.77806615829468;330.7906970977783;9383;24;16
den520d-70-3;1;150.41075348854065;304.83019638061523;9505;22;16
den520d-70-4;1;169.91036987304688;343.21762800216675;9567;24;16
den520d-70-5;1;158.66504979133606;319.8142902851105;9578;22;16
den520d-70-6;1;158.72802877426147;322.3984444141388;10653;23;16
den520d-70-7;1;162.4058268070221;319.9102590084076;10055;23;16
den520d-70-8;1;165.29088258743286;332.88601088523865;10047;24;16
den520d-70-9;1;177.70981454849243;355.2127048969269;8774;25;16
den520d-80-0;1;183.29598712921143;375.5210511684418;10486;23;16
den520d-80-1;1;183.14203906059265;383.40147137641907;11889;23;16
den520d-80-2;1;158.337158203125;339.0509922504425;10830;20;16
den520d-80-3;1;168.59579968452454;362.5313045978546;11370;21;16
den520d-80-4;1;171.32690262794495;363.4220130443573;10407;22;16
den520d-80-5;1;193.24073028564453;404.41459131240845;11599;24;16
den520d-80-6;1;170.4681854248047;350.62520241737366;11185;22;16
den520d-80-7;1;178.10868549346924;379.15686082839966;10913;22;16
den520d-80-8;1;200.25843334197998;417.85019183158875;10844;25;16
den520d-80-9;1;186.75085186958313;393.9200277328491;10944;24;16
den520d-90-0;1;187.57058382034302;418.1700882911682;12933;21;16
den520d-90-1;1;213.18420100212097;455.32392287254333;12262;24;16
den520d-90-2;1;210.58905172348022;460.52522015571594;12211;24;16
den520d-90-3;1;182.36628985404968;391.63777446746826;11746;21;16
den520d-90-4;1;218.9843008518219;466.6312220096588;13412;25;16
den520d-90-5;1;192.37201237678528;432.31745624542236;13467;22;16
den520d-90-6;1;185.21535730361938;407.14469718933105;13277;21;16
den520d-90-7;1;184.7245180606842;403.25097274780273;12566;21;16
den520d-90-8;1;180.43792247772217;389.66442131996155;12384;21;16
den520d-90-9;1;209.2584867477417;442.7770314216614;12103;24;16
den520d-100-0;1;245.15073227882385;546.6960082054138;13819;25;16
den520d-100-1;1;227.85639595985413;505.14061307907104;12647;24;16
den520d-100-2;1;213.97394108772278;491.1012101173401;13640;22;16
den520d-100-3;1;213.35514211654663;479.3970420360565;13226;22;16
den520d-100-4;1;210.7110071182251;475.70525074005127;12914;22;16
den520d-100-5;1;220.45282101631165;494.6190583705902;13407;23;16
den520d-100-6;1;203.77727818489075;460.2463119029999;13505;21;16
den520d-100-7;1;254.58464574813843;557.9923090934753;15449;26;16
den520d-100-8;1;215.71137166023254;487.40841841697693;12462;22;16
den520d-100-9;1;191.3303542137146;441.91731238365173;14910;20;16
den520d-110-0;1;228.23427510261536;520.297651052475;14480;22;16
den520d-110-1;1;250.28605222702026;569.9923799037933;14307;24;16
den520d-110-2;1;234.0993525981903;568.9167323112488;14884;22;16
den520d-110-3;1;221.9663245677948;515.8141186237335;15862;21;16
den520d-110-4;1;243.99910926818848;557.0696105957031;15018;24;16
den520d-110-5;1;232.52088522911072;541.4427311420441;15600;22;16
den520d-110-6;1;243.0554220676422;569.1526546478271;15213;23;16
den520d-110-7;1;253.8508870601654;588.1704285144806;15834;24;16
den520d-110-9;1;236.6805064678192;566.2136182785034;15773;22;16
den520d-120-4;1;242.42362761497498;597.8162701129913;15537;22;16
den520d-120-7;1;234.2023184299469;582.2733597755432;15894;21;16
den520d-120-8;1;247.90383315086365;592.8908832073212;16053;22;16
den520d-120-9;1;225.97301530838013;566.00168633461;16340;20;16
