sep=;
Instance;solved;groundtime;runtime;solcost;numexecs;windowsize
den520d-50-4;1;34.63864707946777;70.81081652641296;6610;84;4
den520d-50-5;1;28.617624759674072;58.87072515487671;6058;70;4
den520d-50-6;1;31.192781925201416;63.71414041519165;7379;76;4
den520d-50-7;1;35.46238470077515;73.22002720832825;6476;86;4
den520d-50-8;1;36.32710242271423;74.35765552520752;6330;88;4
den520d-50-9;1;37.92457032203674;78.08743381500244;6499;93;4
den520d-60-0;1;36.9548921585083;74.97345328330994;8056;85;4
den520d-60-1;1;40.363783836364746;84.6404013633728;8112;93;4
den520d-60-2;1;31.000848054885864;63.1203339099884;7877;72;4
den520d-60-3;1;39.38260316848755;79.7204053401947;8246;87;4
den520d-60-4;1;47.057108640670776;93.75029301643372;8390;95;4
den520d-60-5;1;40.63667845726013;82.45700311660767;7016;94;4
den520d-60-6;1;38.165502309799194;77.87650227546692;9619;88;4
den520d-60-7;1;36.13815188407898;73.32899188995361;7787;83;4
den520d-60-8;1;44.423444986343384;91.02819681167603;8074;102;4
den520d-60-9;1;37.86459946632385;76.81285119056702;7248;87;4
den520d-70-0;1;30.639965534210205;62.15764904022217;9798;67;4
den520d-70-1;1;36.121169567108154;72.86314463615417;9139;79;4
den520d-70-2;1;43.314828634262085;87.44936871528625;9388;95;4
den520d-70-3;1;40.1248676776886;81.16142749786377;9511;88;4
den520d-70-4;1;43.436763048172;87.76327347755432;9574;95;4
den520d-70-5;1;39.8829300403595;80.71457815170288;9587;87;4
den520d-70-6;1;41.87627387046814;84.83722376823425;10666;92;4
den520d-70-7;1;40.70267367362976;82.08912253379822;10063;89;4
den520d-70-8;1;43.48575496673584;88.85690784454346;10054;96;4
den520d-70-9;1;45.200194358825684;91.31710314750671;8789;99;4
den520d-80-0;1;43.68368458747864;89.12082099914551;10491;91;4
den520d-80-1;1;42.715007305145264;86.85756301879883;11899;89;4
den520d-80-2;1;36.74495768547058;74.1357274055481;10844;77;4
den520d-80-3;1;40.65867614746094;82.23507618904114;11398;85;4
den520d-80-4;1;41.48440766334534;83.32871770858765;10425;87;4
den520d-80-5;1;45.206186294555664;91.32710313796997;11614;94;4
den520d-80-6;1;41.41243600845337;83.59363126754761;11197;87;4
den520d-80-7;1;42.470085859298706;85.0511589050293;10927;88;4
den520d-80-8;1;46.51876354217529;93.13150763511658;10863;97;4
den520d-80-9;1;44.50342011451721;89.5796709060669;10965;93;4
den520d-90-0;1;42.16918992996216;84.63828825950623;12962;84;4
den520d-90-1;1;47.47244644165039;95.41076159477234;12276;95;4
den520d-90-2;1;47.98328423500061;97.36912107467651;12224;96;4
den520d-90-3;1;41.591379165649414;83.32971715927124;11752;83;4
den520d-90-4;1;49.98762392997742;100.37413668632507;13433;100;4
den520d-90-5;1;42.77198767662048;85.97485136985779;13481;86;4
den520d-90-6;1;41.89327692985535;84.24941635131836;13282;84;4
den520d-90-7;1;41.431429624557495;83.5106589794159;12577;83;4
den520d-90-8;1;40.687676429748535;82.51099038124084;12391;82;4
den520d-90-9;1;46.35880899429321;92.68565917015076;12128;93;4
den520d-100-0;1;50.81035804748535;101.96561574935913;13830;98;4
den520d-100-1;1;48.07525038719177;96.22949647903442;12656;93;4
den520d-100-2;1;44.70835065841675;89.66364336013794;13662;86;4
den520d-100-3;1;45.29316282272339;90.8542537689209;13254;87;4
den520d-100-4;0;301.8970859050751;601.8319554328918;15078;581;4
den520d-100-5;1;45.73101210594177;92.51670932769775;13411;89;4
den520d-100-6;1;43.718677043914795;87.89822173118591;13523;84;4
den520d-100-7;1;52.00296592712402;104.33284091949463;15462;100;4
den520d-100-8;1;44.69935965538025;89.56168246269226;12492;86;4
den520d-100-9;1;40.44174528121948;81.28638696670532;14908;78;4
den520d-110-0;1;45.9559485912323;92.24513030052185;14498;85;4
den520d-110-1;1;50.41248154640198;100.88297057151794;14321;93;4
den520d-110-2;1;46.82766056060791;93.45540189743042;14912;86;4
den520d-110-3;1;45.483097314834595;92.01187539100647;15881;84;4
den520d-110-4;1;51.71005940437317;103.33616709709167;15030;96;4
den520d-110-5;1;46.330827474594116;92.82161045074463;15622;85;4
den520d-110-6;1;50.19455552101135;99.9832649230957;15226;92;4
den520d-110-7;1;50.32051396369934;100.92895483970642;15850;93;4
den520d-110-8;1;56.39852690696716;113.05998420715332;14451;103;4
den520d-110-9;1;46.09689664840698;92.5047128200531;15796;85;4
den520d-120-0;1;52.31386089324951;104.69672107696533;17422;93;4
den520d-120-1;1;54.787052392959595;109.60311555862427;16763;97;4
den520d-120-2;1;54.48514485359192;108.34852528572083;17319;96;4
den520d-120-3;1;53.11659216880798;105.92631912231445;16121;94;4
den520d-120-4;1;53.99830722808838;108.67441868782043;15602;96;4
den520d-120-5;1;51.9199914932251;103.89398407936096;17498;92;4
den520d-120-6;1;48.42613744735718;96.891277551651;15847;86;4
den520d-120-7;1;47.73536205291748;95.97857618331909;15912;85;4
den520d-120-8;1;49.08391761779785;97.79098176956177;16077;87;4
den520d-120-9;1;43.821638107299805;87.78425908088684;16362;78;4
