sep=;
Instance;solved;groundtime;runtime;solcost;numexecs;windowsize
brc202d-10-0;1;35.60933494567871;105.56044316291809;1427;32;12
brc202d-10-1;1;36.453062295913696;108.68341565132141;1672;33;12
brc202d-10-2;1;33.37208294868469;97.4041097164154;1198;30;12
brc202d-10-3;1;25.070794343948364;73.66388273239136;1347;23;12
brc202d-10-4;1;30.21311044692993;89.67164134979248;1779;28;12
brc202d-10-5;1;15.645876407623291;45.53109312057495;1402;14;12
brc202d-10-6;1;31.85456943511963;92.94756841659546;1501;29;12
brc202d-10-7;1;26.661268949508667;78.6152606010437;1175;24;12
brc202d-10-8;1;40.51173996925354;118.61317324638367;1589;37;12
brc202d-10-9;1;32.809255599975586;95.69966769218445;1391;30;12
brc202d-20-0;1;43.595723152160645;114.8553957939148;2669;30;12
brc202d-20-1;1;45.765015602111816;121.76213431358337;3187;31;12
brc202d-20-2;1;47.45345878601074;126.30364727973938;2899;34;12
brc202d-20-3;1;49.12191343307495;127.63321161270142;2242;33;12
brc202d-20-4;1;41.30447483062744;108.57445216178894;2460;28;12
brc202d-20-5;1;48.799020290374756;127.20835089683533;2443;33;12
brc202d-20-6;1;35.59434533119202;92.58068871498108;2354;24;12
brc202d-20-7;1;32.245442390441895;82.45300459861755;2297;21;12
brc202d-20-8;1;42.2121798992157;110.07096648216248;2642;28;12
brc202d-20-9;1;48.44313669204712;125.80581045150757;2204;32;12
brc202d-30-0;1;37.64167499542236;92.95356583595276;3364;21;12
brc202d-30-1;1;60.17829942703247;148.54482650756836;4353;32;12
brc202d-30-2;1;56.288570165634155;139.77923583984375;4440;31;12
brc202d-30-3;1;77.19072318077087;188.6962194442749;4795;42;12
brc202d-30-4;1;50.0875985622406;122.22798609733582;4106;27;12
brc202d-30-5;1;63.33825969696045;151.8542869091034;3287;33;12
brc202d-30-6;1;42.60404849052429;105.14657402038574;3266;23;12
brc202d-30-7;1;68.46458339691162;167.06030321121216;5285;37;12
brc202d-30-8;1;56.61945915222168;138.7665672302246;3664;31;12
brc202d-30-9;1;55.084959983825684;134.65791249275208;3636;30;12
brc202d-40-0;1;81.42933750152588;187.8484673500061;5643;35;12
brc202d-40-1;1;68.73749089241028;158.77301621437073;5173;30;12
brc202d-40-2;1;55.031977891922;130.95112538337708;5132;25;12
brc202d-40-3;1;96.78630518913269;223.453839302063;6406;43;12
brc202d-40-4;1;73.29200053215027;170.18628454208374;4619;32;12
brc202d-40-5;1;69.47425198554993;161.77603793144226;5889;30;12
brc202d-40-6;1;54.80905199050903;128.04807567596436;4519;24;12
brc202d-40-7;1;45.57407855987549;106.46314787864685;5028;20;12
brc202d-40-8;1;101.70769667625427;233.54454469680786;5191;44;12
brc202d-40-9;1;79.96181297302246;184.5205864906311;5404;35;12
brc202d-50-0;1;87.65229654312134;198.46502161026;6806;34;12
brc202d-50-1;1;105.36549687385559;234.23831295967102;6374;39;12
brc202d-50-2;1;76.11907386779785;172.6614739894867;6691;29;12
brc202d-50-3;1;77.43064284324646;176.03036665916443;6923;29;12
brc202d-50-4;1;82.90185689926147;185.01342511177063;5405;31;12
brc202d-50-5;1;107.07593488693237;241.7288556098938;7018;41;12
brc202d-50-6;1;120.3205988407135;272.6977164745331;7027;47;12
brc202d-50-7;1;79.67991042137146;179.69416689872742;6341;30;12
brc202d-50-8;1;70.0150716304779;157.1355528831482;6534;26;12
brc202d-50-9;1;72.27133250236511;165.11893892288208;7224;27;12
brc202d-60-0;1;86.68061709403992;191.66824626922607;7493;28;12
brc202d-60-1;1;84.57730531692505;187.51960515975952;7851;28;12
brc202d-60-2;1;110.80871915817261;242.21869611740112;7351;36;12
brc202d-60-3;1;76.37599205970764;170.4521927833557;6893;25;12
brc202d-60-4;1;117.36756563186646;258.3973994255066;7331;39;12
brc202d-60-5;1;106.66807246208191;235.84878182411194;7523;35;12
brc202d-60-6;1;105.35950255393982;232.96772503852844;7851;35;12
brc202d-60-7;1;82.64194250106812;181.95545411109924;7348;27;12
brc202d-60-8;1;108.72439908981323;238.64386653900146;7758;36;12
brc202d-60-9;1;99.92627906799316;219.17324090003967;7619;33;12
brc202d-70-0;1;105.25453448295593;231.91306972503662;8612;31;12
brc202d-70-1;1;120.2806146144867;260.4327371120453;7729;36;12
brc202d-70-2;1;102.49244022369385;225.92003226280212;8538;30;12
brc202d-70-3;1;115.36722111701965;254.30673837661743;8623;35;12
brc202d-70-4;1;113.54182362556458;248.26471590995789;8699;34;12
brc202d-70-5;1;133.9711310863495;291.5185549259186;9214;39;12
brc202d-70-6;1;123.91542506217957;268.2431757450104;8548;36;12
brc202d-70-7;1;89.47070622444153;196.38070368766785;9114;26;12
brc202d-70-8;1;94.04720497131348;203.8292646408081;8250;27;12
brc202d-70-9;1;87.48435378074646;194.40435123443604;8436;26;12
brc202d-80-0;1;150.8506076335907;323.6450355052948;9679;39;12
brc202d-80-1;1;124.53322172164917;265.02522826194763;9559;32;12
brc202d-80-2;1;112.61012649536133;243.10540556907654;10014;29;12
brc202d-80-3;1;111.94434571266174;244.13606786727905;10972;29;12
brc202d-80-4;1;129.5825698375702;277.7040867805481;10018;34;12
brc202d-80-5;1;124.687175989151;266.31280732154846;9174;33;12
brc202d-80-6;1;172.8054211139679;367.3347444534302;10878;46;12
brc202d-80-7;1;108.25655174255371;235.02205228805542;9816;28;12
brc202d-80-8;1;121.49821758270264;262.96390318870544;9643;32;12
brc202d-80-9;1;161.65007328987122;341.7431106567383;10667;42;12
brc202d-90-0;1;117.47353720664978;255.54133415222168;11069;28;12
brc202d-90-1;1;148.50837111473083;318.8806002140045;11979;35;12
brc202d-90-2;1;191.1334195137024;403.80079340934753;11144;45;12
brc202d-90-3;1;119.72179937362671;258.7122950553894;11573;28;12
brc202d-90-4;1;140.65494346618652;302.1380777359009;11561;34;12
