sep=;
Instance;solved;groundtime;runtime;solcost;numexecs;windowsize
brc202d-60-3;1;62.16464161872864;205.88459253311157;6902;73;4
brc202d-60-4;1;99.00158190727234;328.58142018318176;7333;116;4
brc202d-60-5;1;89.00285863876343;294.8804543018341;7533;104;4
brc202d-60-6;1;89.65664172172546;299.52593302726746;7867;105;4
brc202d-60-7;1;68.5035707950592;229.32692170143127;7350;80;4
brc202d-60-8;1;90.8012535572052;299.8028419017792;7760;106;4
brc202d-60-9;1;84.70725607872009;281.76974654197693;7624;99;4
brc202d-70-0;1;79.6479160785675;262.7269809246063;8629;92;4
brc202d-70-1;1;91.16314673423767;302.9148325920105;7734;107;4
brc202d-70-2;1;74.58557629585266;246.25037574768066;8544;87;4
brc202d-70-3;1;88.65796041488647;293.2549910545349;8629;104;4
brc202d-70-4;1;87.73626470565796;288.31960272789;8709;102;4
brc202d-70-5;1;100.34313821792603;331.55245184898376;9219;117;4
brc202d-70-6;1;91.56900596618652;301.12840843200684;8560;106;4
brc202d-70-7;1;66.9580774307251;221.89035177230835;9121;78;4
brc202d-70-8;1;68.31662559509277;226.07698917388916;8255;80;4
brc202d-70-9;1;66.57019782066345;221.2115833759308;8440;78;4
brc202d-80-0;1;100.74900150299072;329.4021520614624;9683;115;4
brc202d-80-1;1;83.90051913261414;273.32251262664795;9565;95;4
brc202d-80-2;1;77.08675289154053;252.46734476089478;10018;87;4
brc202d-80-3;1;77.86949706077576;253.43602752685547;10979;88;4
brc202d-80-4;1;87.86222338676453;287.3609209060669;10021;100;4
brc202d-80-5;1;85.83488464355469;281.23192286491394;9179;98;4
brc202d-80-6;1;120.8864095211029;396.0573284626007;10891;137;4
brc202d-80-7;1;72.99009656906128;238.0190713405609;9820;83;4
brc202d-80-8;1;82.83587598800659;272.7706937789917;9651;94;4
brc202d-80-9;1;109.69707942008972;358.38866114616394;10667;125;4
brc202d-90-0;1;75.0044379234314;242.9544689655304;11074;83;4
brc202d-90-1;1;95.15484285354614;306.10977697372437;11990;105;4
brc202d-90-2;1;123.22264695167542;398.34657883644104;11159;136;4
brc202d-90-3;1;76.06409168243408;245.22972297668457;11578;84;4
brc202d-90-4;1;89.67963480949402;293.5099022388458;11564;100;4
brc202d-90-5;1;117.85439991950989;379.5877649784088;11382;130;4
brc202d-90-6;1;82.79488635063171;264.18951082229614;11259;89;4
brc202d-90-7;1;99.95526957511902;325.7823359966278;11519;111;4
brc202d-90-8;1;87.8332371711731;284.30891585350037;11274;98;4
brc202d-90-9;1;89.29576635360718;288.8677363395691;12069;99;4
brc202d-100-0;1;95.60869145393372;304.9761481285095;13931;103;4
brc202d-100-1;1;91.61399745941162;293.180939912796;13891;99;4
brc202d-100-2;1;87.65429449081421;280.70609521865845;12689;95;4
brc202d-100-3;1;114.14361643791199;363.5279870033264;13900;123;4
brc202d-100-4;1;110.09195113182068;351.17702174186707;13575;119;4
brc202d-100-5;1;108.56145358085632;346.71049213409424;15184;118;4
brc202d-100-6;1;86.15876340866089;274.9689726829529;13259;93;4
brc202d-100-7;1;95.36976432800293;306.31972575187683;12430;104;4
brc202d-100-8;1;102.9792799949646;328.1948266029358;13671;111;4
brc202d-100-9;1;93.57733869552612;298.97212386131287;12331;101;4
brc202d-110-0;1;111.16759181022644;355.01477098464966;15619;118;4
brc202d-110-1;1;76.39797878265381;240.48126411437988;12456;80;4
brc202d-110-2;1;96.85027647018433;308.13211488723755;13481;102;4
brc202d-110-3;1;89.76860237121582;283.5301790237427;13094;94;4
brc202d-110-4;1;103.71004009246826;329.8710024356842;14523;110;4
brc202d-110-5;1;85.3250515460968;269.40380454063416;13535;90;4
brc202d-110-6;1;122.32893562316895;387.14425444602966;13616;130;4
brc202d-110-7;1;102.23351764678955;323.22018909454346;12822;108;4
brc202d-110-8;1;95.4527370929718;303.18074083328247;12962;101;4
brc202d-110-9;1;113.39286065101624;356.5762596130371;15258;119;4
brc202d-120-0;1;105.50644826889038;329.23520612716675;15003;109;4
brc202d-120-1;1;134.2280399799347;420.43534660339355;14585;139;4
brc202d-120-2;1;117.86040163040161;368.5733690261841;15298;121;4
brc202d-120-3;1;95.14685082435608;296.79782605171204;14956;98;4
brc202d-120-4;1;89.58166933059692;279.5234863758087;14721;92;4
brc202d-120-5;1;108.04562449455261;343.1517505645752;16898;111;4
brc202d-120-6;1;92.01086497306824;287.74279522895813;14265;95;4
brc202d-120-7;1;101.5677330493927;318.0788586139679;15462;105;4
brc202d-120-8;1;110.81970381736755;349.9434509277344;14215;115;4
brc202d-120-9;1;107.67173862457275;344.3843584060669;15849;110;4
