sep=;
Instance;solved;groundtime;runtime;solcost;numexecs;windowsize
brc202d-10-0;1;66.48148345947266;251.78256392478943;1427;96;4
brc202d-10-1;1;76.25638890266418;282.2112364768982;1672;99;4
brc202d-10-2;1;69.92983937263489;255.2757363319397;1198;90;4
brc202d-10-3;1;55.78100299835205;202.5843493938446;1347;69;4
brc202d-10-4;1;83.03075528144836;306.92504048347473;1783;82;4
brc202d-10-5;1;41.97992825508118;152.57287287712097;1402;42;4
brc202d-10-6;1;84.80177879333496;314.44264698028564;1501;85;4
brc202d-10-7;1;76.35456323623657;284.6648197174072;1175;72;4
brc202d-10-8;1;113.87192440032959;414.5299904346466;1589;109;4
brc202d-10-9;1;92.56801080703735;339.67652320861816;1391;88;4
brc202d-20-0;1;103.05806708335876;355.9841239452362;2669;88;4
brc202d-20-1;1;95.73467826843262;335.7091372013092;3191;92;4
brc202d-20-2;1;103.02547264099121;356.07020354270935;2898;100;4
brc202d-20-3;1;97.37114787101746;333.9277617931366;2242;98;4
brc202d-20-4;1;66.74218463897705;228.53133916854858;2462;83;4
brc202d-20-5;1;76.96651983261108;268.104745388031;2443;98;4
brc202d-20-6;1;55.91200232505798;194.52303528785706;2350;71;4
brc202d-20-7;1;48.54720067977905;169.49771690368652;2297;61;4
brc202d-20-8;1;64.6638731956482;228.2596673965454;2642;83;4
brc202d-20-9;1;75.85568833351135;264.73974204063416;2206;96;4
brc202d-30-0;1;51.61447358131409;174.8164038658142;3364;62;4
brc202d-30-1;1;80.26672625541687;266.4660940170288;4354;94;4
brc202d-30-2;1;83.09166717529297;271.59509086608887;4440;91;4
brc202d-30-3;1;120.05730080604553;391.90342020988464;4796;126;4
brc202d-30-4;1;72.1709053516388;236.8036904335022;4108;81;4
brc202d-30-5;1;95.06511735916138;310.25938868522644;3290;99;4
brc202d-30-6;1;65.46860265731812;212.89491820335388;3268;69;4
brc202d-30-7;1;107.69871997833252;344.30413031578064;5285;110;4
brc202d-30-8;1;86.54864048957825;283.5669641494751;3665;92;4
brc202d-30-9;1;77.81318712234497;256.4951105117798;3638;88;4
brc202d-40-0;1;100.60365676879883;312.8925287723541;5651;103;4
brc202d-40-1;1;86.22572207450867;270.79457330703735;5171;88;4
brc202d-40-2;1;72.92867875099182;228.7111325263977;5132;75;4
brc202d-40-3;1;123.38988614082336;391.697655916214;6409;128;4
brc202d-40-4;1;90.95230317115784;283.8809142112732;4619;94;4
brc202d-40-5;1;87.07975363731384;274.31683444976807;5893;89;4
brc202d-40-6;1;76.07180953025818;231.57202100753784;4521;72;4
brc202d-40-7;1;62.75554919242859;194.7396960258484;5029;60;4
brc202d-40-8;1;134.73106360435486;423.08041286468506;5208;132;4
brc202d-40-9;1;107.50422549247742;330.89662861824036;5401;103;4
brc202d-50-0;1;98.51834464073181;320.4113578796387;6809;102;4
brc202d-50-1;1;105.25253510475159;356.54878520965576;6381;117;4
brc202d-50-2;1;72.96610045433044;244.79985189437866;6692;86;4
brc202d-50-3;1;70.46392011642456;237.24232530593872;6927;85;4
brc202d-50-4;1;77.30667781829834;261.73331093788147;5412;93;4
brc202d-50-5;1;102.63435864448547;346.4675645828247;7029;123;4
brc202d-50-6;1;116.81874942779541;391.6997547149658;7036;140;4
brc202d-50-7;1;74.86848473548889;256.4660313129425;6345;90;4
brc202d-50-8;1;63.7951078414917;213.257178068161;6534;76;4
brc202d-50-9;1;68.3116409778595;230.74048709869385;7230;82;4
brc202d-60-0;1;70.19401049613953;232.15199184417725;7489;82;4
brc202d-60-1;1;70.04605960845947;232.69981241226196;7858;82;4
brc202d-60-2;1;91.57003116607666;302.1110870838165;7359;107;4
