sep=;
Instance;solved;groundtime;runtime;solcost;numexecs;windowsize
den520d-70-4;1;123.25364184379578;234.51921725273132;9569;32;12
den520d-70-5;1;116.44587326049805;220.18490934371948;9580;29;12
den520d-70-6;1;117.14164638519287;225.21026396751404;10656;31;12
den520d-70-7;1;116.04300355911255;221.72840404510498;10054;30;12
den520d-70-8;1;120.24262857437134;226.96568965911865;10048;32;12
den520d-70-9;1;135.91749906539917;254.63862872123718;8774;33;12
den520d-80-0;1;136.73122835159302;262.66600155830383;10485;31;12
den520d-80-1;1;133.07342839241028;260.49771094322205;11896;30;12
den520d-80-2;1;115.00834226608276;227.67245817184448;10838;26;12
den520d-80-3;1;125.06105208396912;243.68521547317505;11376;28;12
den520d-80-4;1;128.45194387435913;251.77456784248352;10418;29;12
den520d-80-5;1;143.16412019729614;279.78039741516113;11604;32;12
den520d-80-6;1;129.45961236953735;249.6822531223297;11198;30;12
den520d-80-7;1;131.86982250213623;256.3930549621582;10917;29;12
den520d-80-8;1;146.62699007987976;283.31324076652527;10842;33;12
den520d-80-9;1;135.46064448356628;265.1421902179718;10952;31;12
den520d-90-0;1;140.35104656219482;285.45054173469543;12940;28;12
den520d-90-1;1;157.84931659698486;308.7779037952423;12272;32;12
den520d-90-2;1;156.51175665855408;311.5869839191437;12218;32;12
den520d-90-3;1;137.31703782081604;271.44312715530396;11749;28;12
den520d-90-4;1;167.29522466659546;328.632404088974;13419;34;12
den520d-90-5;1;143.65696668624878;289.46022772789;13468;29;12
den520d-90-6;1;139.02747464179993;278.6687617301941;13272;28;12
den520d-90-7;1;134.8718400001526;267.9152822494507;12562;28;12
den520d-90-8;1;131.7918438911438;259.90190601348877;12390;28;12
den520d-90-9;1;149.67899179458618;291.43558144569397;12109;31;12
den520d-100-0;1;178.4805645942688;357.0101115703583;13812;33;12
den520d-100-1;1;162.70772790908813;327.50977087020874;12650;31;12
den520d-100-2;1;155.99992108345032;320.91493034362793;13650;29;12
den520d-100-3;1;156.66570281982422;323.7889895439148;13227;29;12
den520d-100-4;1;160.29151701927185;321.3647828102112;12920;30;12
den520d-100-5;1;156.16986632347107;320.7189939022064;13417;30;12
den520d-100-6;1;150.26279950141907;306.88452339172363;13501;28;12
den520d-100-7;1;185.79417204856873;371.0705089569092;15449;34;12
den520d-100-8;1;159.53376746177673;318.721647977829;12463;29;12
den520d-100-9;1;138.20874905586243;286.49719882011414;14906;26;12
den520d-110-0;1;161.54510712623596;332.3831751346588;14483;28;12
den520d-110-1;1;179.94808506965637;372.61500310897827;14308;31;12
den520d-110-2;1;171.16495776176453;365.7442526817322;14891;29;12
den520d-110-3;1;163.43048620224;345.11500692367554;15863;28;12
den520d-110-4;1;177.37092781066895;369.8289153575897;15023;32;12
den520d-110-5;1;172.39355540275574;364.45567440986633;15614;29;12
den520d-110-6;1;183.56589698791504;380.7653338909149;15212;31;12
den520d-110-7;1;181.95941996574402;381.04224252700806;15833;31;12
den520d-110-8;1;207.6590073108673;421.62295746803284;14436;35;12
den520d-110-9;1;171.63780212402344;362.1024444103241;15775;29;12
den520d-120-0;1;194.83920431137085;413.0197741985321;17413;31;12
den520d-120-1;1;210.34712886810303;435.2355000972748;16760;33;12
den520d-120-2;1;209.2234914302826;438.91729497909546;17286;32;12
den520d-120-3;1;205.19481348991394;433.3551161289215;16116;32;12
den520d-120-4;1;182.82613825798035;391.8207154273987;15540;29;12
den520d-120-5;1;199.05982208251953;431.35577058792114;17479;31;12
den520d-120-6;1;185.9031319618225;398.29759454727173;15828;29;12
den520d-120-7;1;175.39157557487488;379.3717911243439;15885;28;12
den520d-120-8;1;167.9340147972107;358.29769015312195;16055;29;12
den520d-120-9;1;141.61463141441345;311.1531262397766;16341;26;12
